Entry,oann_c1,oann_c2,oann_c3,oann_c6,oann_c7,oann_c8,oann_d1,oann_d3,oann_d6,oann_d7,oann_d8
A6QQW0,20,19,6,67,45,26,42,12,36,40,15
A6QQX9,35,26,5,38,22,6,7,6,4,27,13
A6QR44,152,97,96,194,126,76,99,70,31,65,114
A6TFW2,367,219,327,606,800,711,814,737,424,1163,541
A6X919,64,57,43,111,95,42,78,48,28,92,76
A7DZP8,71,60,15,99,102,41,89,8,37,85,66
A7E2V1,1,0,0,0,0,2,0,0,0,0,0
A7E2V4,5,0,1,7,0,3,1,0,3,9,0
A7E305,136,208,99,234,165,100,139,129,48,86,108
A7E3W5,947,1522,675,1494,1353,905,1017,778,743,1438,631
A7GCK7,299,501,297,481,462,177,207,237,53,53,342
A7GPY2,6,28,13,12,3,1,15,33,7,1,6
A7LCJ2,0,0,0,0,4,4,1,1,4,0,4
A7M7B9,25,16,6,40,39,18,12,0,0,0,19
A7MAZ3,25,19,1,35,18,25,40,14,4,16,10
A7MAZ4,50,114,67,101,48,28,56,84,33,18,38
A7MB11,147,484,445,576,443,244,182,385,69,152,445
A7MB28,61,118,183,150,120,173,144,187,96,53,124
A7MB34,74,109,107,127,123,34,169,245,180,131,68
A7MB35,516,840,333,470,555,412,451,334,96,372,261
A7MB54,0,1,42,2,20,22,51,11,22,12,15
A7MB74,2,0,0,4,0,0,0,0,0,0,0
A7MBB8,504,878,364,631,644,377,524,342,111,297,385
A7MBC2,5,7,4,28,7,1,6,6,30,6,4
A7MBF6,145,238,27,89,88,58,205,104,45,79,32
A7MBH5,209,565,129,166,243,108,577,418,107,189,202
A7MBJ2,260,323,155,621,321,282,191,312,155,336,249
A7MBL8,349,269,270,631,707,300,282,302,163,505,421
A7MBP4,803,1346,763,1240,1206,822,1411,1230,751,1194,710
A7MCS3,217,196,135,405,383,228,323,103,159,290,164
A7MTX1,37,12,470,120,173,424,1134,1482,5199,294,363
A7RF00,27,30,76,27,27,23,37,45,20,79,16
A7RFA1,34,64,40,77,68,32,51,39,9,44,32
A7RFT2,58,95,38,70,80,42,85,34,36,45,52
A7RG82,387,203,104,563,284,145,190,71,201,243,130
A7RHG8,16,5,2,32,20,19,19,5,24,11,6
A7RIT9,400,460,192,701,460,305,305,317,215,276,273
A7RJI7,0,1,3,5,2,5,0,1,0,0,0
A7RK30,221,158,134,508,188,146,318,98,248,141,101
A7RKF6,0,0,0,35,15,5,3,0,0,7,0
A7RKS5,9844,11417,7148,10248,13637,9624,15930,11894,6758,26845,5744
A7RL75,60,90,41,52,96,64,85,63,39,88,35
A7RLE5,205,443,230,219,136,117,88,91,8,61,119
A7RM20,102,179,65,178,115,64,318,132,210,109,88
A7RM45,261,199,59,405,433,188,393,195,155,382,138
A7RNG8,288,364,139,341,357,179,341,207,181,111,212
A7RP64,183,154,101,240,177,125,208,110,106,82,111
A7RPT4,133,251,95,190,116,96,191,101,53,118,84
A7RQM5,26,25,6,38,36,19,17,15,23,21,24
A7RR04,157,192,125,316,345,129,142,179,95,237,179
A7RR34,196,324,84,61,191,225,1084,436,153,482,163
A7RRG3,327,328,270,549,409,194,290,217,192,422,211
A7RRJ0,152,211,118,153,217,145,135,62,23,217,109
A7RRZ8,227,260,179,235,161,103,201,125,51,86,138
A7RSH7,559,441,350,924,820,315,526,344,348,412,381
A7RU46,312,514,203,678,376,263,340,277,227,402,322
A7RUD5,183,352,232,296,232,147,283,331,128,346,161
A7RV13,233,345,189,385,329,205,265,149,232,223,142
A7RVK7,3,13,15,22,7,7,12,2,7,12,8
A7RWC9,88,161,68,218,98,76,90,94,63,33,67
A7RWD2,141,258,172,272,262,120,117,179,19,43,204
A7RWP6,401,454,276,577,437,253,641,334,350,421,320
A7RX26,52,55,19,90,72,44,34,34,13,22,42
A7RX34,48,50,44,43,54,15,66,41,28,29,29
A7RX69,197,347,120,332,251,106,300,129,117,264,168
A7RYM6,174,269,139,287,211,164,182,153,78,312,138
A7RZS0,683,845,399,1051,767,517,671,540,466,696,477
A7RZW4,296,332,138,330,375,199,237,218,420,136,235
A7S1H9,223,187,64,247,191,61,159,102,38,54,137
A7S1L6,198,287,130,282,224,145,279,172,122,172,155
A7S2N8,108,212,137,112,201,101,76,184,78,163,125
A7S338,1398,1474,855,1739,2324,1028,1284,960,471,1089,1145
A7S3J7,13617,23134,13078,12434,23295,16955,21470,22242,9525,40630,10006
A7S4N4,1185,1360,609,1861,1323,709,1755,892,1269,1379,724
A7S641,128,133,63,295,190,94,133,74,48,119,149
A7S6A1,383,499,235,626,453,316,455,373,227,531,230
A7S6A5,196,261,178,379,312,161,264,225,76,169,182
A7S6M8,159,184,118,236,150,78,304,201,134,89,85
A7S7F2,46,64,45,96,74,28,31,24,18,63,27
A7S8T5,155,350,168,196,268,100,315,292,68,65,196
A7SA47,62,82,25,125,109,48,204,79,133,131,42
A7SAZ1,20,14,20,44,21,6,2,4,1,44,11
A7SBF0,278,201,122,299,275,112,262,172,77,109,173
A7SBN6,229,431,326,434,336,180,252,307,77,87,280
A7SCH8,391,339,412,673,508,285,673,393,280,388,307
A7SD85,332,346,182,650,433,237,430,280,198,281,306
A7SDW5,478,631,340,656,576,439,563,447,169,491,394
A7SE05,192,293,111,321,274,185,289,200,119,253,187
A7SE07,31,48,8,18,197,33,28,3,0,18,45
A7SFB5,466,569,266,764,699,380,239,260,114,301,323
A7SFP1,491,444,352,973,629,342,496,367,393,591,365
A7SG73,8,12,10,23,22,12,57,3,15,18,26
A7SGF0,109,143,78,179,129,62,126,64,33,67,75
A7SGU3,57,65,29,165,54,52,70,42,55,104,42
A7SGU6,35,31,27,123,60,37,123,41,60,80,36
A7SGZ5,126,350,88,297,206,163,324,235,183,175,118
A7SIM4,0,0,5,1,0,0,0,19,0,0,0
A7SK27,40,19,14,67,15,8,14,1,8,9,27
A7SK48,73,59,28,78,71,65,164,26,128,132,40
A7SKE9,141,202,85,273,208,144,328,119,201,115,201
A7SKJ3,308,402,198,376,519,185,295,290,59,92,318
A7SLC8,331,457,276,517,500,236,331,495,120,230,305
A7SLW1,387,311,273,599,517,250,589,451,371,577,230
A7SLX5,21,41,28,32,32,12,21,19,10,24,9
A7SLZ2,213,318,114,495,317,122,228,154,180,249,110
A7SM54,52,118,81,92,66,100,277,166,249,146,77
A7SMR0,230,602,32,122,210,111,410,473,138,141,54
A7SMR1,71,100,68,295,120,99,118,103,94,138,105
A7SMW7,97,82,25,148,106,38,87,34,29,55,53
A7SNN5,16,11,0,45,23,5,8,7,0,8,7
A7SNN9,1,1,0,5,0,3,3,0,16,1,2
A7SNR3,54,64,38,48,89,27,83,53,8,31,56
A7SPE8,120,160,70,135,193,87,172,94,39,124,81
A7SPW6,37,86,41,66,98,36,134,64,47,118,34
A7SPX9,97,101,89,169,144,96,280,120,124,157,84
A7SUU7,287,224,100,304,107,21,192,71,47,48,34
A7SVT1,104,183,45,172,118,78,118,66,87,116,61
A7SWD3,109,191,95,148,123,63,166,101,46,100,68
A7SWH1,118,103,86,187,114,76,167,79,64,50,91
A7SXK3,812,1572,486,1150,978,730,959,584,836,1055,517
A7SXZ6,19,16,6,42,41,14,13,27,35,29,18
A7T167,385,571,346,696,524,347,386,316,175,332,350
A7T1N0,643,448,254,1073,958,358,726,388,312,850,571
A7T395,12,7,7,15,21,7,14,3,5,17,15
A7UA95,98,66,54,169,177,109,162,83,69,130,88
A7UKY7,65,132,79,83,89,74,87,101,34,71,82
A7UX13,205,200,141,233,307,105,217,117,174,228,108
A7X406,0,0,2,1,0,5,0,0,5,0,1
A7XUJ6,42,71,97,79,58,33,95,35,12,55,56
A7YSY2,130,104,48,168,291,109,87,55,9,29,206
A7YW45,78,39,25,106,56,40,97,48,44,40,47
A7YW98,136,124,101,772,261,136,167,116,50,99,181
A7YWC8,255,368,197,447,418,295,339,290,139,533,270
A7YWD2,2,15,4,23,9,17,6,5,18,18,13
A7YWE4,4,0,0,14,11,5,24,7,54,11,3
A7YWP4,13,5,5,36,49,10,107,36,48,14,17
A7YWS7,38,41,29,31,38,26,45,7,2,25,26
A7YY53,24,26,4,44,28,31,38,21,6,53,16
A7Z019,2,3,0,2,0,0,0,0,0,0,0
A7Z052,3,0,0,7,13,2,0,0,0,3,7
A7ZA24,38,139,79,47,39,52,30,118,10,32,45
A8AI35,5,0,0,14,4,0,2,0,0,0,0
A8C750,0,0,1,3,5,0,0,2,0,3,0
A8C754,2,0,0,8,18,4,6,7,5,26,2
A8C756,20,5,0,58,92,48,9,5,6,73,85
A8CVX7,357,554,225,480,498,203,654,370,115,373,251
A8DYE2,19,4,12,54,22,9,39,30,50,32,27
A8DYP0,0,0,0,0,2,0,0,0,0,10,0
A8DZE6,12,9,3,35,11,12,0,0,0,3,12
A8DZE7,133,59,82,232,254,52,136,79,71,23,90
A8DZH4,21,7,55,70,118,39,86,72,105,257,31
A8DZJ1,1,0,0,4,4,0,2,1,0,0,2
A8E4L1,266,318,233,336,334,198,316,299,127,345,165
A8E4S7,40,41,26,95,38,17,20,45,20,87,23
A8E534,28,22,2,19,23,23,16,6,4,16,6
A8E5W8,17,29,10,30,30,8,156,63,51,108,10
A8E5Y3,238,264,40,161,132,88,152,25,68,59,64
A8E627,11,7,19,30,32,6,18,3,0,4,10
A8E657,550,144,359,985,1033,254,1266,481,409,700,360
A8E7G4,38,74,100,193,83,45,79,101,45,91,42
A8G9N8,62,117,59,147,139,54,70,91,55,77,65
A8HRQ8,0,0,0,2,0,1,0,0,3,0,0
A8HYJ1,881,1325,489,2535,865,900,3698,1815,1479,1912,747
A8I1Q0,18,5,9,20,40,9,18,27,2,3,9
A8IUG5,3,0,4,4,2,2,8,0,0,2,1
A8IW99,409,477,263,518,703,424,520,462,373,481,394
A8JF70,345,574,183,296,396,199,794,577,151,191,281
A8K8P3,221,218,141,202,420,138,80,160,12,99,228
A8KBE0,82,54,55,237,141,64,75,110,69,142,78
A8KBF3,1,8,5,21,6,15,13,5,20,24,10
A8MPX8,80,109,43,151,102,49,80,67,18,95,51
A8MTY0,154,172,134,244,149,84,112,102,15,116,159
A8MU46,394,344,121,643,366,171,273,104,87,524,254
A8MV24,3,43,10,23,15,9,51,56,4,36,12
A8MW92,364,423,135,562,542,267,426,164,108,357,308
A8MY62,732,598,455,1082,867,535,910,483,460,515,570
A8MYJ7,154,80,116,126,166,100,58,15,6,64,113
A8PWF6,147,2,7,264,23,25,23,23,4,21,28
A8QMS7,791,1229,756,1977,1157,595,712,1546,395,837,721
A8QZJ5,70,16,91,23,196,53,120,65,178,38,62
A8TX70,238,421,297,114,46,189,16,4,17,50,267
A8VU90,0,0,0,1,0,0,0,5,0,0,0
A8WG88,246,309,228,391,389,187,224,192,63,114,245
A8WGA0,14,30,11,29,10,2,9,7,9,27,31
A8WGE3,15,28,17,76,56,23,49,23,72,100,25
A8WGF4,427,606,331,490,559,309,426,383,144,328,394
A8WGF7,103,130,54,222,172,59,123,53,91,149,70
A8WGS4,140,74,36,155,158,25,68,30,97,56,47
A8WH34,144,115,33,236,150,30,160,54,113,155,79
A8WIP6,78,137,98,220,173,159,222,159,125,223,127
A8WJ42,79,63,29,85,97,40,41,47,51,109,24
A8WXF6,0,0,0,8,4,0,3,4,3,0,1
A8XJ44,1,0,6,2,9,56,52,129,877,36,64
A8XYX2,12,12,4,46,8,1,4,3,4,17,10
A8Y5H7,38,29,8,167,79,58,77,84,195,249,69
A9JR78,90,66,90,240,105,74,103,68,36,83,109
A9JRC7,94,53,50,271,184,52,77,45,54,120,97
A9JRD8,21,12,21,14,11,6,5,28,3,0,1
A9JRE2,75,174,40,108,100,86,125,62,37,85,113
A9JRJ2,2,0,0,0,0,0,0,0,0,5,1
A9JS51,76,119,28,76,73,74,297,166,91,168,52
A9LIW2,6,2,1,21,0,1,4,7,2,13,9
A9MR28,308,151,0,123,245,32,260,0,5,63,54
A9SV59,11,69,36,73,151,68,8,4,15,126,59
A9ULG4,261,232,119,355,367,187,277,205,122,189,213
A9UMG5,61,170,44,110,86,64,104,48,59,84,60
A9UMS3,65,47,16,118,79,23,153,58,50,69,22
A9WWJ3,28,55,15,54,54,32,55,43,24,75,27
A9X1C8,1,5,1,11,7,10,3,0,7,4,3
A9Y006,113,163,98,235,149,234,240,302,283,287,228
A9ZSY3,5135,671,985,3842,2090,1228,1847,305,2900,1500,1170
A9ZSZ2,71,54,85,99,126,77,33,26,13,20,100
B0BLT0,68,199,48,86,158,109,214,160,50,104,96
B0BM95,63,65,20,76,97,55,43,14,29,49,51
B0BMW8,12,11,0,6,2,6,18,0,0,0,8
B0BN56,159,124,87,201,119,94,123,85,94,170,97
B0BNE2,224,328,144,305,337,134,225,101,73,107,192
B0C431,243,325,258,298,299,159,188,197,40,176,196
B0CQN7,49,26,21,348,155,99,197,243,174,265,118
B0DOB4,70,130,89,168,166,97,93,159,38,113,138
B0G124,0,0,0,1,0,0,1,0,0,0,0
B0G143,122,424,99,214,176,161,135,80,94,154,127
B0JZ65,26,21,10,68,61,31,36,16,7,66,29
B0JZG0,398,481,190,443,420,273,355,136,187,508,278
B0JZV4,1,0,0,2,1,1,3,0,1,6,1
B0KWE9,26,26,3,88,44,17,17,1,17,45,23
B0KWP7,859,1349,777,1785,1339,716,1005,739,642,1029,758
B0R0I6,3,0,0,3,10,2,3,2,16,26,5
B0R0T1,435,497,239,901,1064,340,635,265,411,650,589
B0RS12,26,138,41,61,154,40,41,32,7,20,121
B0S5D5,201,162,60,293,280,170,164,104,121,176,165
B0S5N4,10,7,4,31,5,0,6,2,12,19,4
B0S6T2,753,788,403,1247,1003,676,881,624,994,1230,536
B0SJT4,8,17,0,19,5,0,4,13,6,15,7
B0URX4,8,14,8,14,16,4,20,12,7,4,8
B0UYI1,37,45,13,52,63,44,40,36,40,14,23
B0V1P1,9,1,5,25,3,15,14,22,44,10,7
B0V2N1,12,1,0,14,8,3,9,0,4,2,3
B0V2S2,2,2,0,3,2,0,0,0,0,1,0
B0VX73,253,262,149,296,212,131,288,182,132,169,154
B0VXE6,142,208,82,139,143,47,257,162,48,47,84
B0VYX2,711,1205,496,1223,834,663,1377,828,731,874,592
B0W2S0,301,174,48,521,399,163,198,96,171,382,171
B0WWP2,56,70,48,157,98,84,85,50,29,69,59
B0WYR6,2,0,0,1,9,0,6,4,1,0,1
B0XDC4,4,5,0,15,7,2,0,2,17,12,9
B1AJZ9,311,308,97,259,302,125,401,120,85,176,151
B1ANS9,4,5,0,18,7,10,9,0,10,16,7
B1AQJ2,304,343,278,632,424,269,374,416,171,279,303
B1AS29,0,1,0,11,0,0,3,0,0,0,1
B1AS42,119,116,79,183,220,95,167,81,64,200,97
B1AVY7,3,1,2,5,1,0,0,0,2,12,0
B1AY13,38,31,16,107,46,19,17,54,10,95,20
B1AZ99,12,30,6,31,40,28,21,24,13,55,17
B1AZI6,1537,1617,1212,2516,2058,1046,1253,1104,379,563,1483
B1B1A0,60,7,3,90,41,0,46,73,7,25,25
B1H116,8,16,9,14,9,4,4,4,1,8,6
B1H1E4,603,587,403,924,756,447,931,550,426,570,529
B1H1N7,3,4,0,20,14,9,9,1,6,2,9
B1H1W9,3,2,0,9,5,2,9,0,0,1,1
B1H222,16,22,26,22,29,23,15,10,13,22,16
B1H283,160,535,73,238,257,124,400,324,134,415,139
B1H299,0,0,1,6,5,0,0,0,2,2,0
B1H2N3,554,618,527,862,594,207,389,408,103,338,338
B1H2P5,3,0,0,4,2,3,0,2,0,8,2
B1VEI4,122,120,70,268,207,69,143,97,102,256,103
B1VTI5,1,0,2,1,3,0,0,2,1,4,2
B1WAP7,671,693,528,1088,984,636,601,409,142,1138,582
B1WAZ6,452,577,115,214,656,477,920,159,88,736,434
B1WBM3,279,357,134,540,395,235,400,248,254,520,177
B1WBT0,2,1,8,3,7,1,7,1,7,7,10
B1WC61,587,299,167,694,950,338,442,141,212,214,466
B1XVE9,32,7,1,47,23,33,17,0,0,20,24
B2DCR8,5,0,0,1,0,0,3,0,0,0,0
B2DFG5,216,183,165,207,188,85,206,156,24,65,114
B2GUN4,0,1,0,1,1,7,0,0,0,0,0
B2GUS6,159,290,146,178,198,129,373,147,210,85,156
B2GUV7,15,3,10,32,2,1,10,11,0,0,17
B2GV87,2,0,0,0,2,0,0,0,0,5,0
B2HQV2,30,20,5,88,79,49,21,34,61,95,54
B2IZD3,29,26,22,50,13,19,29,19,15,23,19
B2KI97,11,0,0,48,19,3,4,0,12,26,29
B2LT65,5,4,9,21,5,2,18,9,0,8,5
B2RPY5,9,10,19,6,8,16,12,19,4,4,8
B2RQL2,20,18,4,46,37,27,8,7,11,20,23
B2RQR8,22,110,145,158,37,169,14,157,297,125,82
B2RR83,1,3,4,37,2,5,5,9,3,19,2
B2RRD7,779,641,321,983,947,514,655,410,375,574,642
B2RRE7,90,127,40,230,124,86,261,102,171,340,80
B2RRL2,6,3,7,6,2,7,0,0,1,0,3
B2RS91,2,0,5,5,3,1,0,0,2,4,4
B2RVL6,1584,1193,815,2523,3407,1670,2009,532,528,2509,1571
B2RW38,379,278,147,383,343,189,422,212,103,207,296
B2RX12,44,16,75,45,17,10,324,40,0,15,26
B2RX14,739,869,426,1250,783,624,583,315,261,800,569
B2RXZ1,77,81,51,168,109,34,71,37,17,68,43
B2RY50,254,541,133,286,397,233,646,377,122,251,327
B2RYF1,7,11,6,24,27,8,15,21,39,28,10
B2RYN2,478,287,303,571,568,291,500,379,161,245,304
B2RZ17,3,1,0,7,7,1,5,2,0,3,4
B2RZC4,7,10,1,24,25,9,22,14,0,8,12
B2S488,38,16,21,25,43,10,21,9,3,40,10
B2TBH5,6,8,0,5,3,0,9,1,2,5,1
B2UG65,61,146,78,64,134,19,71,88,12,5,85
B2Z449,385,857,478,455,653,439,1217,744,391,834,435
B2ZFP3,38,4,7,13,15,2,16,3,3,5,11
B2ZG38,569,1488,55,80,769,682,767,167,930,305,564
B3CQY2,8,18,32,35,15,5,8,17,1,3,10
B3DH20,395,468,188,545,446,356,615,441,362,471,332
B3DIV9,4,3,0,13,4,8,0,7,0,4,5
B3DIY3,0,0,0,1,0,0,0,4,0,3,0
B3DJT0,4,6,6,22,13,2,7,0,16,3,2
B3DK16,199,225,130,266,321,177,244,142,276,75,207
B3DLA6,0,1,0,5,3,2,2,0,3,17,0
B3DLH6,897,1684,461,2153,1248,769,937,370,478,1243,862
B3DMA2,82,71,46,225,100,68,46,38,38,37,83
B3EWR1,96,341,105,448,188,175,351,179,97,610,199
B3EWY6,67,57,21,56,59,11,14,2,0,2,28
B3EWY7,1513,944,1040,406,880,938,388,380,189,285,734
B3EWY8,49,52,103,78,40,12,36,77,9,8,36
B3EWY9,2730,3240,1927,6468,3902,2134,2940,2220,1353,3289,2597
B3EWZ2,17,31,11,26,18,31,15,21,46,45,7
B3EWZ3,1707,1117,760,2236,1773,1526,3220,1106,3511,2339,1290
B3EWZ5,1839,3374,714,3954,2315,1510,2268,2265,1704,2914,1638
B3EWZ6,1070,701,316,1674,1632,706,1353,509,753,1331,847
B3EWZ8,147,552,174,265,313,187,1150,277,579,287,143
B3EWZ9,2420,4041,1535,5202,4940,4459,4150,2329,6130,6517,3252
B3EX02,8,0,10,67,22,21,12,25,75,59,10
B3EX61,285,350,139,570,433,285,420,170,224,295,294
B3LF48,88,139,30,71,60,20,108,33,97,22,25
B3M9V8,156,344,166,348,125,61,118,158,38,102,57
B3MPN6,0,0,0,0,0,0,2,0,0,0,0
B3NDN0,180,182,188,256,232,150,190,209,74,317,131
B3NU52,0,0,0,0,0,0,4,0,0,0,0
B3RNE8,30,42,26,109,29,30,42,27,17,85,24
B3RXR7,67,89,78,109,93,47,75,69,28,73,78
B3S3D5,67,141,25,179,72,36,54,20,49,121,33
B3TP03,393,796,28,352,99,29,237,4,28,53,71
B3Y615,73,102,86,107,162,76,188,43,1,0,82
B4E2M5,138,82,66,151,185,71,224,99,28,162,76
B4ESA3,1,0,0,1,0,0,0,0,0,0,1
B4F6K2,13,0,157,142,24,0,40,83,63,10,24
B4F6V6,757,667,527,1194,720,373,721,363,237,550,358
B4F6W9,377,467,272,777,705,378,417,326,326,659,324
B4F766,0,0,0,6,11,0,0,0,0,8,0
B4F7A1,42,65,37,78,99,29,78,49,16,43,44
B4F7A7,161,116,140,179,177,67,205,116,47,118,98
B4G4S8,848,488,529,1683,1306,663,1014,633,601,865,625
B4H0S8,120,177,172,311,235,127,121,162,55,108,185
B4JM29,373,591,261,877,751,337,318,265,134,242,480
B4JVW6,166,135,66,159,160,94,146,30,21,100,78
B4KF66,37,72,3,99,88,33,65,27,26,37,53
B4KMZ1,0,0,0,8,0,0,0,0,0,3,0
B4KPU0,33,3,14,13,0,10,0,16,9,12,5
B4KR05,0,0,0,0,0,1,0,0,0,4,3
B4L0G9,37,57,20,92,6,15,36,27,1,18,5
B4LQ23,32,4,5,5,0,6,18,1,0,0,1
B4LVU6,19,8,31,6,41,15,26,20,9,7,12
B4MBU8,134,111,99,70,112,79,194,73,62,165,58
B4MR74,242,306,192,411,295,216,429,301,177,379,196
B4MRZ8,16,6,2,34,22,16,12,3,32,28,13
B4N7R4,0,0,0,5,0,4,0,0,1,5,0
B4PD06,27,32,2,27,49,6,23,11,5,21,9
B4PEU8,7718,10100,4955,6228,13021,8581,12241,8439,4509,25828,5325
B4PR07,165,328,51,289,200,66,280,58,205,160,71
B4QC63,0,0,5,1,4,15,0,0,0,0,3
B5DDX6,17,8,4,55,69,20,29,2,8,39,16
B5DE93,134,83,47,259,177,74,115,55,103,188,107
B5DEL3,7,13,8,21,9,17,33,0,6,6,9
B5DF07,22,0,22,2,10,0,17,6,0,2,6
B5DF45,41,183,12,119,104,63,39,5,14,29,50
B5DF89,697,941,509,1258,1072,646,873,733,538,1011,676
B5DFC9,0,0,0,0,0,0,0,0,7,0,0
B5DG42,2,0,0,0,0,0,0,5,2,2,0
B5DGI7,433,661,386,928,675,619,616,542,316,688,436
B5FX50,77,109,59,153,82,44,80,85,24,148,57
B5FXE5,36,90,60,27,55,30,36,49,5,11,41
B5FXJ6,133,293,154,266,208,187,275,183,128,179,162
B5G2S6,451,546,195,695,451,335,494,279,264,403,322
B5X0E4,5,4,4,1,0,0,0,0,0,0,0
B5X186,8,23,11,16,11,6,18,2,1,24,6
B5X1G3,43,90,37,121,57,37,60,44,26,50,39
B5X277,116,328,105,155,194,182,234,145,88,199,163
B5X2B8,44,46,100,72,54,97,38,81,37,44,24
B5X3W7,0,0,0,12,0,7,0,0,7,0,0
B5X4H8,10,2,3,43,7,4,4,1,19,19,4
B5X5D0,0,18,11,24,0,0,33,0,9,11,0
B5X5N3,0,0,0,1,0,5,1,0,0,0,0
B5X8M4,179,229,305,286,199,159,245,239,103,114,179
B5XAM2,147,196,149,128,211,116,142,151,42,58,165
B5XB24,346,694,291,594,406,377,354,290,265,423,298
B5XXL3,256,476,134,358,349,517,228,253,350,270,369
B6CHA3,200,310,147,287,365,159,165,51,20,143,212
B6CJY4,31,37,12,82,50,38,76,14,38,84,45
B6D5P6,5,4,3,1,5,1,6,4,3,14,6
B6ELU0,130,162,149,182,199,104,122,129,28,61,162
B6MFW3,83,45,59,81,151,38,184,69,52,106,67
B6NXD5,846,1049,581,759,775,588,869,687,295,763,489
B6SFA4,111,64,18,339,141,90,90,28,62,71,87
B6YWH0,18,23,29,106,94,45,33,6,4,16,39
B6ZLK2,19,22,2,77,54,20,24,23,30,122,49
B7FF09,122,60,45,78,105,29,176,79,5,76,46
B7NZQ9,6,17,9,32,17,0,17,23,26,43,9
B7P877,355,546,319,526,435,235,374,261,103,236,284
B7PRF6,121,180,47,94,84,115,105,44,84,68,85
B7WFQ1,455,553,367,489,341,285,104,136,65,152,322
B7ZCC9,107,121,72,254,233,110,228,52,144,75,120
B7ZMP1,68,76,99,40,156,37,136,91,13,19,116
B8A4F4,157,67,82,133,122,99,132,42,29,175,49
B8A556,2,0,0,0,100,0,15,3,0,0,0
B8FNT2,26,18,10,30,34,24,27,18,22,40,32
B8JI71,125,90,43,134,228,66,134,28,80,238,70
B8JK76,156,226,163,158,125,118,0,107,43,59,72
B8JMH0,54,71,28,90,68,39,98,39,15,88,25
B8RJM0,18,11,1,35,17,12,9,0,1,22,22
B8UU51,0,178,15,10,16,34,17,19,8,0,18
B8UU59,285,220,114,698,342,197,285,111,249,242,265
B8UU78,61,52,32,182,51,31,57,74,167,188,53
B8V7Q1,1896,1877,738,2727,2811,1302,2649,919,1062,2708,1412
B8V7R6,10288,10976,5749,9415,5886,5227,1551,1409,1090,1556,5910
B8V7S0,326,503,161,281,1388,555,2475,544,1373,479,420
B8VIU6,2373,2365,3184,7753,6538,2837,3724,3621,3687,5681,3254
B8VIV4,21,6,0,32,26,3,5,5,5,22,32
B8VIW9,4227,4242,1963,8171,4381,3284,3832,1575,4205,7041,2767
B8WI85,29,35,21,19,49,18,170,23,104,14,43
B8XY56,222,287,121,398,214,126,263,224,151,191,172
B9DFR3,2,3,0,2,1,0,4,0,12,3,0
B9EJ80,17,22,1,37,26,9,19,3,2,62,12
B9EJ86,281,279,125,418,479,221,246,141,162,392,206
B9EJA2,8,0,4,11,6,3,9,9,1,9,5
B9EJR8,0,14,4,69,7,0,30,17,3,29,26
B9EJV3,428,329,257,578,659,285,420,164,206,411,299
B9EJX3,139,526,111,105,224,140,365,391,122,153,127
B9EKI3,0,3,0,4,13,0,0,0,0,8,6
B9FAF3,218,76,72,421,236,97,301,158,170,161,122
B9G5Y5,138,66,24,166,157,99,17,19,22,150,49
B9GCH9,315,795,370,630,383,206,328,165,186,304,230
B9LM83,426,793,1101,645,708,264,303,843,44,68,560
B9U3F2,41,49,35,252,71,23,51,20,156,130,38
B9VTT2,0,1,0,1,0,2,1,0,0,0,0
C0H690,77,152,92,27,86,39,305,188,78,44,26
C0H8I2,9,2,0,17,9,14,3,0,1,5,8
C0HAC0,1076,1720,1165,1749,1938,702,840,1151,285,608,1175
C0HK24,226,619,310,288,380,246,329,556,58,142,238
C0HKD9,151,344,186,312,229,178,275,174,140,233,147
C0HL13,0,0,0,0,0,0,0,0,0,0,0
C0IN03,21,30,11,215,56,101,101,57,113,109,85
C1C4R8,180,109,15,186,181,78,214,84,57,247,87
C1FXW9,0,7,0,8,0,9,17,5,11,0,0
C1KIZ5,169,392,427,484,110,52,105,616,36,43,23
C3VPR6,100,91,19,69,33,35,85,63,36,104,20
C3XRY1,118,112,111,207,193,161,113,100,28,132,129
C3YWU0,2721,3858,1200,4123,3001,1708,3374,1382,1769,3547,1534
C3Z1P5,146,243,108,210,200,120,171,180,99,158,156
C3ZBT0,0,0,0,0,0,0,0,0,0,0,0
C3ZQF9,120,151,117,270,217,114,372,178,412,165,182
C3ZWH9,78,148,54,81,114,75,88,48,48,142,62
C5FP68,92,113,66,162,171,45,146,360,39,14,43
C5H5C4,8,5,0,18,18,6,1,0,4,20,5
C6FG12,51,59,13,200,142,52,34,6,44,82,60
C6KFA3,102,42,34,63,257,110,125,31,195,110,209
C7B178,0,1,0,0,6,2,0,0,7,0,1
C7G3A0,16,11,8,83,65,21,20,3,25,45,41
C7Q4Y6,755,1339,681,783,1825,574,691,657,70,755,1083
C8XA09,10,6,6,34,13,1,2,0,10,0,1
C8YR32,144,140,89,179,138,50,110,74,32,208,67
C9D7C2,104,76,204,380,152,45,73,78,31,128,87
C9J069,100,65,41,232,137,75,130,58,63,177,58
C9J798,3,1,0,2,0,2,0,0,0,0,0
C9JJ37,154,230,122,235,297,148,264,326,47,296,145
C9JN71,84,53,54,191,141,30,72,42,43,71,56
C9JQI7,75,156,42,79,125,63,159,104,33,90,73
C9JTQ0,133,201,96,94,103,84,68,73,14,125,83
D0Z9R0,250,357,183,408,402,259,416,271,186,228,221
D2CLZ9,15,25,10,17,22,11,19,31,0,55,21
