Entry,cnat_c2,cnat_c3,cnat_c4,cnat_c6,cnat_c8,cnat_d2,cnat_d3,cnat_d4,cnat_d6,cnat_d8
Q5R5X3,1,170,279,2,0,1,169,205,12,0
Q5R5Z5,3421,1891,1747,1075,1766,3784,2990,2751,1087,1896
Q5R613,300,141,145,124,103,237,215,207,19,94
Q5R629,0,0,0,0,0,0,0,0,0,0
Q5R655,104,37,54,35,31,51,35,37,7,69
Q5R684,1668,537,1140,408,650,3455,1196,2274,506,1170
Q5R686,0,70,220,0,0,0,79,124,0,0
Q5R6D1,0,1,0,0,0,1,0,1,0,0
Q5R6J1,227,59,764,69,147,252,9,114,18,31
Q5R6L5,99,12,65,20,14,156,76,117,45,13
Q5R6Q2,503,429,592,194,185,1037,826,1049,157,233
Q5R6Q7,436,167,408,199,261,732,177,421,114,429
Q5R6S2,384,262,326,79,101,1046,676,614,29,272
Q5R733,0,4,0,0,0,0,0,0,0,0
Q5R754,889,384,711,240,144,937,626,748,127,281
Q5R778,421,399,375,152,170,204,345,365,25,351
Q5R796,0,1,1,4,0,41,1,8,0,0
Q5R7A2,15,29,17,13,14,47,32,33,0,13
Q5R7A7,82,8,95,6,5,92,25,108,19,0
Q5R7B8,60,26,175,4,36,57,46,79,7,0
Q5R7C5,406,132,379,49,31,529,190,391,60,20
Q5R7D0,169,2,28,44,16,162,14,36,22,17
Q5R7G6,1538,861,869,431,720,2329,1425,1629,320,655
Q5R7J6,1154,567,952,267,252,1291,710,831,139,393
Q5R7J8,2396,580,1141,556,852,5613,1290,3120,708,1675
Q5R7K0,55,39,51,17,15,27,25,18,0,6
Q5R7L4,0,3,0,0,0,0,0,0,0,0
Q5R7P7,359,51,104,72,192,396,114,128,61,205
Q5R7R6,324,298,363,225,219,300,379,374,88,338
Q5R7R9,1810,879,894,773,557,1705,904,1043,253,1006
Q5R7S4,22,36,20,9,15,54,37,24,17,12
Q5R7T9,43,6,27,6,0,58,10,18,0,0
Q5R7X2,524,55,278,127,26,709,162,285,10,2
Q5R7X9,5,23,70,0,0,1,23,50,0,0
Q5R7Z6,0,0,0,0,0,0,0,0,0,0
Q5R802,95,30,48,28,2,108,57,61,0,19
Q5R806,221,141,152,94,93,169,159,185,5,55
Q5R831,61,87,164,27,62,202,135,244,14,72
Q5R833,183,162,277,43,34,319,237,426,27,98
Q5R868,183,150,164,51,105,127,128,147,5,112
Q5R874,197,17,150,44,4,170,85,133,0,4
Q5R885,569,443,494,170,152,708,674,691,76,246
Q5R889,0,0,0,0,0,0,0,0,0,0
Q5R8C0,1,103,115,0,0,0,87,84,0,0
Q5R8D0,549,221,553,138,82,693,310,794,85,68
Q5R8J8,0,0,0,0,0,0,0,0,0,0
Q5R8K6,0,0,0,0,0,2,0,13,0,0
Q5R8N4,19,7,8,6,0,26,9,21,0,0
Q5R8V1,71,10,36,5,0,48,13,28,0,0
Q5R8W1,0,178,261,0,0,0,152,148,0,0
Q5R8W6,626,226,347,223,41,647,358,265,10,34
Q5R8X5,977,956,809,338,690,1486,1189,1146,390,1104
Q5R8Y6,131,26,134,14,5,212,80,160,52,0
Q5R8Z3,0,0,0,0,0,0,0,66,0,0
Q5R8Z6,510,110,149,69,70,791,160,302,31,110
Q5R8Z8,2041,753,956,674,587,2698,1144,1678,318,1822
Q5R930,336,354,332,133,304,996,627,597,154,599
Q5R939,220,151,158,95,67,248,175,187,24,135
Q5R941,1319,1912,1725,426,665,1164,1122,878,106,753
Q5R946,132,99,127,69,86,149,91,110,37,103
Q5R947,37,18,39,15,13,48,23,43,10,37
Q5R979,29,0,0,16,0,44,0,0,0,2
Q5R9B3,1054,836,697,495,464,1151,967,701,253,727
Q5R9C2,71,5,141,7,14,73,0,50,0,0
Q5R9I6,1347,490,753,261,269,2773,968,1844,281,462
Q5R9K8,146,46,67,29,63,169,51,98,7,34
Q5R9L3,0,0,0,0,0,0,0,0,0,0
Q5R9Q9,994,73,915,53,15,2186,137,1015,118,5
Q5R9W1,1170,575,804,525,514,1307,978,934,150,836
Q5R9W6,288,604,593,92,102,465,656,767,21,153
Q5RA17,39,101,181,27,36,38,161,258,0,48
Q5RA42,1010,455,655,296,266,1788,869,1886,78,274
Q5RA50,18,10,12,4,0,66,4,22,0,17
Q5RA75,0,229,265,0,0,0,189,182,0,0
Q5RA81,297,178,300,84,156,1074,267,1411,78,447
Q5RA91,107,131,110,37,29,101,125,130,3,62
Q5RA96,20,5,35,3,0,35,15,37,0,0
Q5RAA9,158,127,130,61,26,109,124,154,0,63
Q5RAD5,40,38,99,12,0,42,42,137,0,3
Q5RAG8,500,970,489,127,48,556,1266,628,22,36
Q5RAJ5,0,0,0,0,0,0,0,0,0,0
Q5RAR0,268,90,150,146,89,259,128,152,49,201
Q5RAS0,137,125,106,64,79,168,168,145,44,79
Q5RAS1,267,50,167,103,20,183,81,294,0,21
Q5RAS6,1663,734,981,361,218,7765,3983,6341,1637,643
Q5RAT8,12,23,76,18,10,41,40,132,20,0
Q5RAU0,0,17,36,0,0,0,25,26,0,0
Q5RAV2,0,0,0,0,0,0,0,0,0,0
Q5RAV5,0,85,64,0,0,0,70,36,0,0
Q5RB02,2740,1602,3735,683,824,1854,1256,2740,166,506
Q5RB31,1692,2194,1051,922,2031,4170,3681,2504,2740,2031
Q5RB68,532,564,467,143,163,414,644,364,7,235
Q5RB75,674,381,421,279,132,455,634,676,45,195
Q5RB83,170,176,896,85,55,746,396,627,161,251
Q5RBA4,547,1570,585,298,2554,5,264,24,8,641
Q5RBB1,631,404,410,286,165,697,650,515,32,190
Q5RBD3,922,141,500,144,92,415,246,941,18,26
Q5RBD5,49,10,65,19,8,90,20,56,0,13
Q5RBH9,571,553,423,155,157,634,763,656,40,208
Q5RBL6,467,220,295,106,69,1007,671,907,46,135
Q5RBM1,2112,2786,1538,1332,3808,2502,3010,2719,1874,2146
Q5RBN8,424,245,266,184,157,546,382,471,102,469
Q5RBN9,315,309,272,180,102,279,420,437,22,133
Q5RBP4,1644,215,697,183,211,2757,773,1593,431,264
Q5RBP9,0,0,0,0,0,0,0,0,0,0
Q5RBR3,0,0,0,0,0,0,0,0,0,0
Q5RBR6,1052,140,263,684,97,2439,305,122,119,772
Q5RBT0,0,0,0,0,0,0,0,0,0,0
Q5RBU7,0,0,0,0,0,0,0,0,0,0
Q5RBW6,1038,340,573,245,144,1534,638,1160,320,126
Q5RBX7,0,201,256,0,0,0,226,162,0,0
Q5RC74,1002,290,405,415,349,1310,423,683,284,739
Q5RC80,6948,4093,4349,5227,2786,4137,4993,3844,550,5018
Q5RC90,573,293,469,123,130,705,397,618,76,152
Q5RCB9,0,0,0,0,0,0,0,0,0,0
Q5RCE6,144,119,97,37,39,118,206,574,24,182
Q5RCF3,193,71,115,35,44,602,181,297,18,30
Q5RCI5,0,61,29,0,1,0,47,22,0,0
Q5RCI9,300,183,129,96,127,349,227,183,27,254
Q5RCK5,0,4,4,0,0,0,1,2,0,0
Q5RCR5,0,0,0,0,0,0,0,0,0,0
Q5RCS0,493,444,357,199,242,451,470,583,38,303
Q5RCU3,9,5,1,5,0,8,4,0,0,0
Q5RCV3,105,557,670,34,17,65,423,462,0,26
Q5RD07,258,33,54,38,2,456,69,151,52,84
Q5RD26,566,543,568,102,44,809,919,825,28,48
Q5RDA4,137,346,200,49,163,134,165,192,14,97
Q5RDB4,53,96,87,41,28,42,117,152,6,12
Q5RDD2,336,256,280,111,103,479,328,386,100,320
Q5RDD8,115,64,36,56,37,157,28,27,12,116
Q5RDE1,0,0,0,0,0,0,0,0,0,0
Q5RDE7,1274,514,1266,392,350,2475,677,1589,264,764
Q5RDE9,66,180,130,33,4,56,340,326,0,28
Q5RDG3,1103,636,452,802,409,1340,1013,1146,103,928
Q5RDG4,2710,512,1208,348,531,4874,1061,1942,571,643
Q5RDJ2,639,78,57,312,186,1083,109,43,78,714
Q5RDJ7,0,0,0,0,0,0,0,0,0,0
Q5RDU4,2,185,377,3,1,0,180,220,0,0
Q5RDU7,1434,629,797,705,878,1193,937,801,281,881
Q5RDW0,0,0,0,0,0,0,0,0,0,0
Q5RDW1,252,145,112,79,190,243,244,215,35,338
Q5RDX2,135,51,154,23,1,216,170,206,6,26
Q5RDY7,286,253,370,186,70,439,253,200,75,67
Q5RDZ2,309,121,160,100,83,730,195,499,202,184
Q5RE15,173,116,129,31,51,644,181,435,22,84
Q5RE70,699,501,449,584,143,416,598,412,1,229
Q5REC0,70,20,25,28,6,82,31,35,8,13
Q5REC9,247,203,345,68,91,133,249,193,11,58
Q5RED8,57,1,42,4,0,79,6,44,0,6
Q5REH2,64,15,32,2,4,91,16,38,0,6
Q5REN2,491,212,282,156,369,1278,432,815,228,463
Q5REQ8,606,217,303,212,259,677,450,425,44,246
Q5RES7,0,0,0,0,0,0,0,0,0,0
Q5RET0,413,184,643,123,70,316,810,1925,49,20
Q5RET6,231,250,274,117,194,141,239,174,12,124
Q5REU4,3248,1706,1636,896,1363,7095,3808,4474,1974,2352
Q5REV9,0,0,0,0,9,0,0,0,0,0
Q5REW1,240,177,129,99,106,164,143,94,29,89
Q5REW9,0,0,0,0,0,0,0,0,0,0
Q5REX0,79,185,132,14,18,93,245,178,0,29
Q5REX3,1392,644,481,714,767,1551,1325,1072,486,1760
Q5REX5,0,112,119,0,0,0,119,67,0,0
Q5RF07,667,538,1112,247,356,839,598,1022,173,690
Q5RF14,123,42,39,32,43,184,90,107,24,75
Q5RF15,10,44,106,2,0,39,18,34,0,16
Q5RF73,219,86,191,71,51,396,125,218,103,187
Q5RF84,185,117,251,40,86,433,268,520,98,124
Q5RF87,2005,788,869,729,854,2281,1257,1252,321,1421
Q5RF88,0,69,32,0,0,0,42,36,0,0
Q5RFA0,417,261,274,187,188,485,320,337,139,379
Q5RFD0,232,312,289,73,41,198,252,211,0,73
Q5RFD2,18,21,106,6,5,15,42,185,0,2
Q5RFE6,134,160,49,24,23,61,100,18,0,0
Q5RFG2,5,12,8,0,4,0,10,6,0,0
Q5RFI2,251,48,142,36,42,414,72,240,23,7
Q5RFI8,375,446,494,161,125,568,552,516,89,240
Q5RFL9,0,0,0,0,0,0,0,0,0,0
Q5RFM4,129,84,69,76,36,83,106,74,22,103
Q5RFT1,57,4,9,24,0,25,6,6,0,1
Q5RFU0,136,220,168,30,38,246,202,859,40,69
Q5RFV4,479,329,645,130,182,631,405,586,143,358
Q5RFW0,12,25,3,4,0,6,4,7,0,0
Q5RG45,20,13,14,7,0,7,32,2,0,0
Q5RG82,99,222,454,45,31,67,245,255,13,64
Q5RGB8,45,1,33,8,0,17,22,23,0,0
Q5RGJ8,22,3,40,1,0,75,1,43,2,0
Q5RGT6,89,113,112,33,23,92,109,360,9,28
Q5RGU1,209,137,301,37,27,114,160,295,9,57
Q5RGV1,0,60,79,0,0,0,48,55,0,1
Q5RH71,1395,720,987,304,421,2637,1391,1755,745,1015
Q5RH95,1,95,155,2,0,0,61,67,79,1
Q5RHB5,0,0,0,0,0,0,0,0,0,0
Q5RHP9,331,38,224,40,28,755,182,476,135,12
Q5RHR6,313,244,248,166,21,197,387,322,42,47
Q5RI56,3282,280,1986,479,347,2600,676,1449,230,184
Q5RI75,1660,436,672,424,160,590,377,582,101,311
Q5RID7,994,535,669,216,233,800,548,758,116,136
Q5RIW8,496,120,199,221,213,286,194,268,30,274
Q5RIX9,52,12,85,17,7,5,8,3,0,0
Q5RJA1,846,458,97,137,277,2347,629,586,50,458
Q5RJH6,36,4,37,8,0,48,16,31,0,0
Q5RJI4,95,138,80,78,73,68,213,97,15,115
Q5RJQ0,9,66,6,8,9,20,14,12,0,14
Q5RJS9,0,18,30,0,0,2,33,33,0,0
Q5RJU3,63,60,89,14,40,103,108,75,16,17
Q5RJV0,393,35,26,201,324,352,51,37,83,351
Q5RJY2,1363,20,100,954,17,1174,14,51,22,0
Q5RJZ1,0,41,91,0,0,0,31,51,0,0
Q5RKJ1,311,95,212,106,90,364,160,215,58,92
Q5RKZ7,141,13,38,60,90,162,20,16,59,217
Q5S007,44,25,80,12,26,25,39,99,6,0
Q5S1U6,2807,1279,949,728,792,8380,4045,3742,1059,3519
Q5S248,0,1,0,0,4,0,2,5,0,0
Q5S6T3,77,23,55,16,0,54,53,71,0,0
Q5SM16,0,26,21,0,0,0,21,22,0,0
Q5SN75,2,48,0,1,75,0,20,49,0,0
Q5SNQ7,243,225,154,90,51,104,284,163,12,68
Q5SP67,0,0,0,0,0,0,0,0,0,0
Q5SPC5,3034,1079,1772,1031,933,2517,1458,1710,422,1309
Q5SPF7,198,470,299,208,184,24,196,110,0,91
Q5SPH9,216,112,110,64,138,283,181,199,30,198
Q5SPJ8,90,8,25,13,12,124,15,135,0,0
Q5SPP0,38,5,63,6,1,28,3,20,0,0
Q5SPV6,240,104,178,56,125,180,353,431,43,153
Q5SPW0,60,16,68,14,0,106,31,58,9,0
Q5SPX3,237,205,209,184,249,156,127,121,59,137
Q5SRH9,0,0,0,0,0,0,0,0,0,0
Q5SSH7,0,0,0,0,0,0,0,0,0,0
Q5SSZ5,151,127,133,34,16,171,220,148,0,8
Q5SSZ7,202,153,155,102,16,487,251,197,67,52
Q5SUE8,69,39,44,3,31,47,31,37,8,16
Q5SVZ6,0,0,8,0,0,2,6,2,0,0
Q5SW96,575,144,404,123,204,469,101,269,84,168
Q5SWD9,176,194,189,53,58,111,267,258,43,87
Q5SWY8,0,0,0,1,0,0,0,0,23,0
Q5SXM2,78,16,60,7,0,62,29,34,0,0
Q5SYH2,190,246,219,49,71,158,295,244,24,64
Q5SZT7,123,33,87,27,5,169,55,45,0,3
Q5T089,480,298,346,153,171,455,461,412,62,209
Q5T0T0,599,172,383,111,146,695,284,402,54,103
Q5T1B0,625,271,346,250,268,572,672,568,89,331
Q5T1M5,3248,846,1552,936,693,3871,2511,3499,483,1235
Q5T1Q4,80,55,72,18,20,211,84,131,24,27
Q5T280,215,276,246,45,45,329,324,255,30,73
Q5T2R2,0,5,52,0,0,0,5,52,0,0
Q5T2S8,313,125,185,55,68,200,84,174,4,92
Q5T4S7,201,70,54,88,12,149,100,87,0,24
Q5T5N4,357,87,115,95,147,403,215,143,33,189
Q5T6F2,2951,961,1692,626,994,4875,2012,3674,540,1614
Q5T8P6,746,239,380,176,664,1296,458,669,496,627
Q5TAX3,16,5,28,2,0,20,6,41,0,0
Q5TC63,0,29,0,0,6,0,1,30,0,0
Q5TCS8,721,408,613,202,150,653,894,1121,135,275
Q5TCZ1,321,12,147,22,6,4036,172,467,220,81
Q5TD94,123,21,116,6,43,183,73,224,0,3
Q5TEA3,679,318,303,506,171,266,322,265,13,207
Q5TGI0,15,15,10,0,0,5127,1002,2029,712,29
Q5THR3,692,442,809,258,354,703,840,669,158,467
Q5TJG6,3983,1563,2062,1097,1165,5032,2825,3084,887,1623
Q5TKD8,0,5,0,0,0,0,9,18,0,0
Q5TM62,117,127,152,51,170,214,247,280,58,184
Q5TYM7,2,53,54,8,0,16,37,24,17,0
Q5TYP4,199,243,261,135,130,66,203,114,5,145
Q5TYQ1,23,20,18,26,15,4,13,11,0,10
Q5TYQ3,121,50,52,35,70,181,118,133,37,174
Q5TYQ8,378,162,140,76,99,476,221,293,40,136
Q5TYV4,250,81,108,68,52,202,112,69,6,41
Q5TYW4,13,2,30,3,0,18,19,25,0,0
Q5TYW6,196,158,304,45,109,234,332,534,15,153
Q5TZ07,179,20,46,99,181,278,40,49,54,278
Q5TZ24,1954,1171,1620,379,222,6947,1342,22319,373,475
Q5TZ51,316,70,71,87,59,397,82,75,18,158
Q5TZA2,710,389,327,105,176,901,285,454,60,179
Q5TZE1,0,42,29,0,0,0,40,16,0,0
Q5U231,0,0,0,0,0,0,0,0,0,0
Q5U247,61,27,44,18,8,80,34,70,5,3
Q5U252,1482,466,822,430,181,1733,782,749,115,185
Q5U263,1928,260,534,320,281,2241,645,517,134,340
Q5U2Q4,133,127,90,37,40,190,122,168,37,61
Q5U2V5,52,38,49,13,30,91,30,83,0,34
Q5U2W9,10,5,5,9,8,12,5,8,0,0
Q5U2X1,0,0,0,0,0,0,0,0,0,0
Q5U2X2,0,0,0,1,0,0,0,0,0,0
Q5U2Z0,180,113,177,63,150,95,115,10,63,100
Q5U316,941,556,639,423,521,1595,1198,1231,603,881
Q5U374,195,71,110,40,11,206,59,98,10,4
Q5U395,1054,239,411,776,308,1165,496,550,130,464
Q5U3C3,112,23,56,24,13,373,55,164,12,52
Q5U3G4,75,219,162,22,36,100,210,170,32,117
Q5U3G6,36,40,102,3,8,36,57,125,5,25
Q5U3I2,319,173,204,84,95,403,243,249,29,123
Q5U3J8,114,27,93,12,16,188,38,159,8,15
Q5U3N0,1875,569,675,791,829,2774,1267,1400,549,1253
Q5U3N5,1730,416,865,464,564,1777,764,1024,411,978
Q5U3Q6,581,77,309,129,71,1107,117,578,111,21
Q5U3U4,67,34,52,33,61,32,13,17,32,19
Q5U3V7,129,92,54,43,28,86,107,69,21,73
Q5U3Y0,191,125,111,99,124,251,157,109,8,159
Q5U3Y5,0,0,0,0,0,0,0,0,0,0
Q5U403,208,166,498,135,86,119,158,122,23,150
Q5U458,295,174,191,120,85,307,330,281,43,370
Q5U4C9,816,529,639,256,355,861,815,769,91,358
Q5U4D9,115,39,59,34,10,68,62,58,0,12
Q5U4E8,0,104,115,0,0,0,79,90,0,0
Q5U4F0,55,71,32,24,59,82,74,63,8,100
Q5U4F6,315,76,176,116,49,302,131,282,37,110
Q5U4I3,232,94,92,78,76,237,151,187,28,170
Q5U508,62,86,33,37,42,124,92,46,24,67
Q5U538,1193,562,1311,581,313,728,778,756,61,442
Q5U5Z8,53,21,18,10,14,63,45,43,0,0
Q5U680,183,239,125,105,132,117,234,233,20,177
Q5UAM9,0,55,54,0,0,0,57,38,0,0
Q5UAP0,0,0,0,0,0,3,0,6,0,0
Q5UNT8,1,182,135,0,0,0,148,108,0,0
Q5UNW1,0,283,503,0,0,1,238,334,0,0
Q5UP15,0,0,0,0,0,0,0,0,0,0
Q5UP50,7,898,1076,0,0,0,929,763,0,0
Q5UP73,0,0,0,0,0,0,0,0,0,0
Q5UPD4,19,2665,3367,1,0,0,2244,1910,21,0
Q5UPD5,0,15,23,0,0,0,14,14,0,0
Q5UPG5,0,417,700,0,0,0,426,399,0,1
Q5UPH8,1,278,199,0,0,0,284,156,0,0
Q5UPJ4,0,0,0,0,0,0,0,0,0,0
Q5UPM6,0,341,270,0,0,0,295,157,0,0
Q5UPT4,0,161,113,0,0,0,132,54,0,0
Q5UPZ7,0,0,0,0,0,0,0,0,0,0
Q5UQ13,10,12,42,5,4,17,16,2,0,0
Q5UQ60,210,792,756,20,11,35,552,408,0,0
Q5UQ97,0,41,17,0,0,0,19,20,17,0
Q5UQE9,5,621,651,0,1,0,671,468,0,0
Q5UQQ7,0,49,46,0,0,0,29,27,0,0
Q5UR03,0,146,105,0,0,0,114,83,0,0
Q5UR04,0,2,11,0,0,0,4,1,0,0
Q5UR46,749,147,307,178,114,1833,357,504,171,147
Q5UR67,7,279,457,0,0,0,304,312,0,0
Q5UR85,0,58,41,0,0,0,39,21,0,0
Q5UU75,138,14,177,32,10,14,10,51,0,0
Q5VQL1,0,0,0,0,0,0,0,0,0,0
Q5VRB2,0,1,0,6,0,0,0,0,13,0
Q5VRH9,0,428,349,0,0,0,332,187,0,0
Q5VT06,193,167,178,44,70,197,162,201,18,77
Q5VT25,767,74,714,74,29,892,154,592,31,12
Q5VTT2,77,15,21,7,60,161,89,116,22,66
Q5VU57,120,108,122,40,42,133,191,169,42,83
Q5VU97,291,24,94,59,59,1111,58,380,43,53
Q5VUE5,486,253,308,109,124,420,459,432,55,90
Q5VV42,559,229,186,206,287,956,476,456,165,751
Q5VV43,0,0,0,0,0,0,0,0,0,0
Q5VV63,1314,695,938,373,216,2741,1359,1561,181,595
Q5VVW2,226,28,168,72,1,282,126,176,39,21
Q5VW32,457,210,479,68,38,510,327,962,37,72
Q5VW36,68,52,32,32,27,69,44,54,0,58
Q5VW38,133,32,53,38,31,205,40,110,0,25
Q5VWG9,119,94,173,11,46,106,211,205,8,5
Q5VX52,599,348,387,140,195,866,799,1007,70,273
Q5VXJ0,2121,1081,2072,578,590,654,1070,796,97,452
Q5VXM1,187,125,216,56,35,597,262,389,65,84
Q5VXT5,539,170,519,43,28,645,331,1054,23,8
Q5VYK3,24,10,12,11,13,98,20,30,22,20
Q5VYS8,0,220,194,0,0,0,142,104,0,0
Q5VZ66,61,10,35,5,21,58,18,38,0,0
Q5VZQ5,105,67,83,26,61,82,241,110,0,71
Q5VZR4,89,9,48,8,0,149,17,70,6,0
Q5VZV1,0,2,4,0,0,0,2,1,0,0
Q5W041,816,675,623,232,555,1049,1327,1168,254,607
Q5WAD6,3,81,61,0,6,0,61,62,0,0
Q5X4M9,0,0,0,0,0,1,0,1,0,0
Q5XEZ5,0,0,0,3,0,0,0,0,22,0
Q5XF78,1,73,86,4,19,1,98,63,0,12
Q5XFW6,0,28,40,0,0,0,20,13,0,0
Q5XG48,87,53,76,35,62,107,92,74,45,56
Q5XG71,10,15,16,6,0,10,17,32,0,1
Q5XG87,409,305,287,110,102,933,523,354,69,91
Q5XGC9,0,0,0,0,0,0,0,0,0,0
Q5XGD7,64,33,0,30,30,50,59,0,49,70
Q5XGI0,1135,379,602,360,625,751,370,568,55,612
Q5XGR8,27,7,32,3,13,46,10,20,0,5
Q5XGU5,1989,711,918,501,1064,2139,1127,1217,618,1207
Q5XGW6,427,114,101,89,130,1170,346,1255,376,247
Q5XH07,504,113,108,401,191,441,149,92,57,367
Q5XH29,12,0,7,0,0,3,2,1,0,0
Q5XH95,1277,273,368,560,281,1151,295,203,104,549
Q5XHC1,408,333,437,72,116,498,648,1055,87,92
Q5XHF8,462,50,177,98,30,292,82,139,8,11
Q5XHG1,213,103,80,71,100,213,180,102,0,149
Q5XHH7,0,0,0,0,0,0,0,0,0,0
Q5XHI2,44,40,53,3,3,25,44,39,7,30
Q5XHY5,0,0,0,0,0,0,0,0,0,0
Q5XI06,533,272,522,133,112,530,390,476,124,167
Q5XI29,1089,717,567,855,622,789,813,698,232,1058
Q5XI50,0,0,0,0,0,0,0,0,0,0
Q5XI57,265,369,277,94,160,180,586,361,47,123
Q5XI59,0,0,0,0,0,0,0,0,0,0
Q5XI70,75,22,71,25,23,70,18,106,2,11
Q5XIG6,638,160,383,104,106,758,227,422,86,63
Q5XII0,15708,14594,14594,5525,14154,13193,18480,13015,3931,20218
Q5XIL3,73,44,112,59,58,103,59,82,0,120
Q5XIN3,80,325,728,12,0,163,351,538,0,0
Q5XIN9,102,40,77,24,0,192,88,208,10,5
Q5XIP1,1122,411,474,827,381,758,438,323,79,476
Q5XIQ2,0,0,0,3,0,0,0,1,0,0
Q5XIT9,284,122,143,81,96,255,158,234,20,195
Q5XIU9,436,225,151,105,146,1418,448,2502,235,508
Q5XIV0,305,178,162,92,228,425,429,374,137,467
Q5XJ36,864,716,817,172,233,1146,980,1030,60,180
Q5XJK1,623,331,348,245,349,626,385,308,55,475
Q5XJN2,343,1487,1780,75,177,945,866,1231,74,381
Q5XJS5,206,165,146,138,95,120,216,178,27,131
Q5XJV6,516,972,217,124,275,1197,1351,992,90,456
Q5XK91,23,0,0,60,0,10,0,0,0,0
Q5XK92,149,132,99,79,38,141,156,53,14,67
Q5XK94,485,90,186,108,77,380,122,251,15,88
Q5XKA2,174,178,176,64,56,204,210,232,32,78
Q5XPI3,643,265,259,288,188,641,241,196,81,329
Q5XVJ4,2,147,109,0,0,0,122,88,0,0
Q5XWD5,335,1142,438,215,206,24,433,322,0,78
Q5XXA6,191,111,57,37,28,494,402,353,73,196
Q5XXB5,9,2,8,5,0,4,1,3,0,0
Q5Y5T3,303,195,200,167,53,404,303,181,82,178
Q5YCC5,233,54,291,35,27,176,87,307,0,0
Q5YD48,672,98,446,91,132,1183,190,1341,125,41
Q5YGP7,10,112,0,0,186,0,38,127,0,0
Q5YLM1,0,15,194,0,0,0,7,140,0,0
Q5YU15,0,7,9,0,0,0,11,9,0,0
Q5ZDJ6,0,9,0,0,21,0,7,3,0,0
Q5ZHN3,438,202,310,116,92,508,247,259,35,66
Q5ZHN4,0,0,0,0,0,0,0,0,0,0
Q5ZHN9,77,56,48,29,34,155,99,110,9,35
Q5ZHS1,429,167,247,181,121,356,210,284,4,112
Q5ZHV2,359,132,142,116,59,373,202,339,40,126
Q5ZHV5,255,190,247,80,100,106,223,166,20,86
Q5ZHW4,4812,2695,4270,1676,2513,6755,3632,4518,1139,3948
Q5ZHY5,233,118,171,112,18,419,135,198,30,101
Q5ZI03,194,156,126,93,133,150,168,155,19,127
Q5ZI57,540,794,901,176,149,565,701,720,133,280
Q5ZI58,223,132,233,69,84,696,186,672,64,161
Q5ZI67,244,25,37,114,104,244,3,9,0,173
Q5ZI69,39,43,46,8,15,80,33,84,0,8
Q5ZI78,799,315,501,234,453,690,515,548,245,386
Q5ZIC8,735,553,523,220,135,1373,1271,1369,148,315
Q5ZID0,323,166,186,147,398,164,45,52,29,146
Q5ZID2,105,60,51,36,56,65,46,63,0,48
Q5ZID6,771,1014,1421,222,119,521,742,740,81,158
Q5ZIE8,1130,320,545,467,224,778,459,544,86,544
Q5ZIG0,7,5,3,1,0,15,10,11,0,0
Q5ZIH0,276,345,401,72,67,282,300,263,12,17
Q5ZIJ9,137,15,43,17,8,419,34,306,0,4
Q5ZIK9,885,668,651,263,581,1756,715,1061,245,955
Q5ZIM6,134,101,85,65,30,278,159,161,90,146
Q5ZIN1,615,301,471,205,279,700,402,1171,89,334
Q5ZIN2,47,34,128,32,25,40,54,94,9,29
Q5ZIP4,84,24,44,29,10,59,33,49,6,13
Q5ZIQ3,3860,1599,1321,1716,1163,2537,2849,1731,368,2036
Q5ZIR1,1697,333,360,934,1952,1154,412,247,505,2845
Q5ZIT8,13,9,12,1,0,37,7,16,26,0
Q5ZIT9,59,56,114,28,6,45,28,120,0,16
Q5ZIV1,327,36,195,51,44,685,133,264,34,16
Q5ZIZ2,0,8,12,0,0,0,17,7,0,0
Q5ZJ08,1597,532,844,545,664,2447,964,1757,387,1021
Q5ZJ60,0,457,464,0,0,0,420,380,5,0
Q5ZJ65,480,152,218,190,112,334,216,189,80,182
Q5ZJ85,573,378,519,366,139,722,406,581,46,240
Q5ZJA4,172,23,64,67,11,98,41,75,9,13
Q5ZJA9,227,118,143,53,76,257,183,205,42,138
Q5ZJD7,713,503,582,227,253,926,751,788,119,469
Q5ZJF4,270,252,141,40,46,526,1051,1029,73,101
Q5ZJG3,2892,2593,2891,1364,3302,4941,4270,4870,2098,2855
Q5ZJH6,75,9,39,22,0,61,22,52,12,0
Q5ZJH7,1564,724,374,1118,394,747,769,468,52,497
Q5ZJH9,194,154,217,52,109,128,132,284,59,36
Q5ZJJ8,103,89,105,27,18,160,93,146,2,23
Q5ZJK8,1275,439,592,350,675,1923,915,1469,577,753
Q5ZJL9,0,0,0,0,0,0,0,0,0,0
Q5ZJN2,67,23,42,9,4,56,29,107,3,0
Q5ZJP5,0,0,0,0,0,0,0,0,0,0
Q5ZJP7,98,60,86,25,26,42,34,43,0,24
Q5ZJR8,0,0,0,0,0,0,0,0,0,0
Q5ZJU2,1,0,0,0,0,0,0,0,0,0
Q5ZJW4,638,311,336,204,337,699,428,617,164,597
Q5ZJX5,277,89,190,97,22,373,111,220,71,28
Q5ZK01,538,24,22,210,53,336,17,16,0,56
Q5ZK09,209,150,81,112,129,126,139,41,76,70
Q5ZK10,735,282,392,190,394,805,525,639,189,430
Q5ZK14,1194,483,581,443,598,1272,713,606,244,1252
Q5ZK21,98,24,44,19,19,155,26,58,0,16
Q5ZK44,189,208,257,53,19,99,415,370,25,5
Q5ZK62,796,530,684,341,125,801,763,976,83,160
