Entry,past_c1,past_c5,past_c6,past_c7,past_d1,past_d2,past_d3,past_d4,past_d5,past_d6,past_d7
A8IQE0,318,89,219,21,193,286,134,116,133,54,24
A8ISN6,0,0,0,0,0,0,0,0,0,0,0
A8IUG5,547,152,343,38,422,442,193,172,222,86,57
A8IW99,8,8,0,4,10,22,0,0,6,3,3
A8J0N6,42,13,32,4,30,50,15,10,4,12,3
A8J1V4,63,17,42,1,15,46,15,19,19,12,3
A8J637,150,81,97,26,171,220,112,93,89,80,10
A8J6J0,369,146,108,14,500,424,190,160,73,223,18
A8JB22,229,87,157,7,168,272,101,42,103,67,45
A8JF70,452,160,240,90,360,432,262,175,253,91,40
A8JFU2,144,50,115,24,125,99,37,65,55,18,6
A8JID5,30,18,11,12,55,23,34,17,21,1,2
A8JQX3,17,6,25,1,7,29,9,17,4,4,6
A8KBF3,21,1,17,0,33,31,9,9,1,2,17
A8KBL5,111,29,28,2,96,89,27,32,25,33,0
A8M3K6,0,0,0,0,0,0,0,0,0,0,0
A8MAJ1,5,0,0,0,3,0,2,4,4,0,0
A8MC04,0,0,0,0,0,0,0,0,0,0,0
A8MJT5,54,32,47,5,70,87,39,25,36,15,8
A8MPY1,91,27,47,10,36,55,52,35,27,14,1
A8MR93,10,2,12,0,8,10,4,2,1,4,1
A8MUP2,9,8,3,3,23,11,3,7,1,17,2
A8N5J5,7,0,1,0,5,15,1,2,6,0,3
A8NEG8,15,58,54,19,11,13,36,38,39,3,7
A8NJZ7,0,0,0,0,0,0,0,0,0,0,0
A8PR17,16,1,25,8,19,12,10,3,23,0,0
A8QCE4,15,0,12,0,0,16,5,8,5,7,2
A8W969,0,0,0,0,0,0,0,0,0,0,0
A8WGF4,194,69,159,13,478,170,87,112,35,224,4
A8WMY3,54,22,57,7,28,74,36,14,21,11,5
A8WQK3,76,22,47,2,70,86,19,24,26,15,6
A8WRV1,151,40,100,25,120,122,53,43,73,29,11
A8WS58,13,8,0,3,11,8,8,0,5,3,2
A8WVU9,25,18,32,3,43,39,35,22,16,0,3
A8WXF6,189,55,149,13,187,179,84,78,79,70,38
A8X6H1,495,169,253,76,533,460,251,173,184,89,39
A8X6H4,112,74,61,22,143,142,63,81,79,36,13
A8X8C6,60,13,23,18,20,51,8,26,11,13,5
A8XA58,0,0,0,0,0,0,0,0,0,2,0
A8XJL7,250,65,117,28,222,192,70,84,68,77,22
A8XJW8,51,45,66,14,47,60,50,21,35,2,1
A8XKF2,42,25,1,13,25,61,0,43,3,0,6
A8XPH5,10,2,11,0,1,11,8,0,0,4,0
A8XQD5,0,0,0,0,0,0,0,0,0,0,0
A8XV40,153,31,53,3,129,163,35,36,36,7,9
A8XWW4,357,89,219,56,256,285,129,99,153,37,55
A8XYW9,18,20,21,2,10,24,21,6,25,10,3
A8XZJ9,11,1,0,0,6,14,5,1,0,3,1
A8Y5H7,143,37,89,5,88,119,65,45,54,9,25
A8YUS2,0,0,0,0,0,0,0,0,0,0,0
A8YVQ1,0,9,0,4,11,19,3,2,16,0,3
A8YXM7,47,9,20,11,40,44,15,20,21,3,13
A9A1T2,299,62,197,36,287,301,154,161,79,156,24
A9A3L9,21,5,0,1,18,11,7,0,10,0,0
A9AWF4,0,0,0,0,0,0,0,0,0,0,0
A9B434,8,3,3,0,18,24,7,11,3,18,2
A9BEU2,81,13,24,12,85,76,45,36,18,24,5
A9BHB5,252,54,115,18,213,199,73,150,86,154,33
A9BJC1,353,113,134,15,310,322,147,66,113,82,33
A9BVK1,1,0,0,0,4,9,2,0,0,0,0
A9CJC9,188,65,125,16,138,212,98,86,74,30,13
A9FJ48,47,17,28,0,21,27,15,32,21,0,15
A9IXE1,104,84,22,11,147,115,62,94,76,17,16
A9KJH8,9,2,19,0,16,12,14,18,7,15,0
A9KK15,111,18,42,1,50,54,9,19,26,16,3
A9LIW2,72,20,20,22,50,39,8,40,34,3,12
A9LNK9,123,28,38,5,109,102,29,44,30,66,7
A9MR76,0,0,0,0,0,0,0,0,0,0,2
A9NUH8,4834,1412,2405,291,5347,4709,1781,2255,992,2179,511
A9PCL4,89,19,102,6,123,79,23,29,25,51,9
A9QM74,74,31,51,6,41,76,24,17,19,8,6
A9RBS1,126,44,93,11,96,144,31,64,54,62,18
A9RGD8,33,21,10,0,14,22,14,10,16,1,5
A9S9Q8,0,0,0,0,0,0,0,0,0,0,0
A9SDL4,9,13,4,0,3,15,1,4,4,0,12
A9SIZ6,35,33,17,8,43,51,21,30,12,42,7
A9T142,43,12,40,4,55,43,20,19,11,14,1
A9ULY7,35,11,6,1,40,43,20,1,18,6,4
A9UMG5,39,12,6,0,18,23,14,6,17,8,3
A9UNU6,6,0,17,3,11,6,0,0,2,0,3
A9UQ62,0,4,18,0,6,15,0,0,12,0,0
A9V2C1,6,6,0,0,19,22,5,0,2,0,0
A9V3C0,81,19,47,5,63,122,49,12,45,14,28
A9VE54,61,12,15,0,22,48,10,38,14,3,30
A9W2R3,0,0,0,0,0,0,0,0,0,0,0
A9WGE3,34,3,13,5,18,12,17,18,10,6,8
A9YWR6,49,19,30,10,55,55,24,14,6,12,11
A9ZPH9,0,0,0,0,0,9,0,0,0,0,0
B0BNA9,48,8,29,2,52,38,11,26,18,7,4
B0BNE5,38,17,15,15,37,49,11,19,7,22,3
B0BZL2,0,0,0,0,0,0,0,1,0,0,0
B0C0E7,0,0,0,0,0,0,0,0,0,0,0
B0C474,7,10,5,3,14,10,5,0,16,12,0
B0C4N8,136,61,92,12,250,165,66,80,45,72,8
B0C872,80,22,48,7,62,67,28,40,40,22,1
B0CAV7,49,3,41,5,37,31,11,16,12,21,4
B0CAZ0,167,41,49,13,246,208,79,63,30,73,15
B0CFQ6,208,64,90,7,220,178,96,54,31,50,11
B0CGU5,33,12,26,0,35,9,10,4,10,2,3
B0DOB4,177,62,95,25,95,155,45,59,46,7,6
B0DOB5,0,0,0,0,0,0,0,0,0,0,0
B0DQB9,86,31,23,14,81,66,38,19,40,18,9
B0F9L4,36,12,23,1,25,22,23,12,15,4,1
B0G143,26,12,35,5,26,34,22,12,6,1,6
B0G172,60,16,53,6,47,111,27,19,24,18,5
B0JL12,9,5,14,0,33,10,13,19,20,0,1
B0JQT7,272,99,138,36,170,213,100,70,69,20,32
B0JTL3,0,0,0,0,0,0,0,0,0,0,0
B0JVM6,2,5,0,0,13,23,6,18,6,0,3
B0JW23,19,8,26,0,44,47,12,0,3,0,0
B0JXE2,198,34,74,19,135,122,70,40,32,11,17
B0JZD0,620,229,331,23,859,568,244,204,156,234,32
B0K534,70,44,40,22,148,103,42,38,66,21,11
B0K625,87,30,78,1,82,81,46,25,15,13,3
B0KTG8,75,48,66,17,56,69,36,27,51,6,10
B0KWH8,53,42,14,10,69,32,27,37,18,6,5
B0R0T1,21,3,2,0,26,24,8,0,12,4,2
B0R4J2,1,1,5,0,11,10,0,3,1,1,0
B0RCZ0,83,16,54,7,47,76,32,29,44,22,13
B0RIH2,0,0,0,0,0,0,0,0,0,0,0
B0RVK2,261,111,153,27,338,331,147,152,83,61,5
B0S0K7,14,2,14,0,13,14,11,11,14,3,3
B0S5D5,39,25,12,7,44,36,16,14,37,0,2
B0S6T2,40,7,35,3,33,47,21,4,19,6,3
B0UCL4,219,75,114,48,172,208,72,87,68,196,41
B0UHW2,81,19,61,9,49,40,30,16,24,39,11
B0UYT5,2,8,4,0,2,6,1,5,0,0,0
B0V2S2,84,5,10,1,41,62,9,23,12,0,11
B0XDC4,99,38,13,2,93,77,30,41,28,26,0
B0XN12,148,68,118,24,167,201,80,94,84,59,15
B0Y567,48,11,31,0,51,51,15,8,10,4,8
B1ANS9,37,8,18,1,25,14,2,9,1,0,2
B1AQJ2,91,42,60,9,45,107,62,49,56,31,8
B1AUE5,48,28,29,0,37,20,7,18,12,15,10
B1AVH7,253,76,114,10,110,166,54,27,70,34,27
B1AVY7,137,0,149,1,135,177,77,46,85,11,0
B1HQE4,0,0,0,0,0,0,0,0,0,0,0
B1I3B8,4,0,6,3,6,3,0,1,7,0,0
B1J5W7,18,26,7,1,12,38,14,10,6,0,7
B1JNA9,0,0,0,0,0,0,0,0,0,0,0
B1JQ39,0,0,0,0,0,0,0,0,0,0,0
B1LXF6,27,5,16,0,14,31,9,7,11,0,0
B1MTL0,0,0,0,0,0,0,0,0,0,0,0
B1MVN7,2,4,1,0,0,0,0,0,0,0,1
B1Q257,0,0,1,0,0,2,0,0,0,0,0
B1VTW2,19,10,23,0,18,31,7,3,5,4,6
B1WAS2,120,54,90,14,135,80,42,35,55,24,7
B1WB06,17,0,3,0,7,18,2,3,5,3,3
B1WBP0,52,20,93,3,74,58,29,46,36,17,4
B1WQR4,0,0,0,0,0,0,0,0,0,0,0
B1WVY1,91,51,25,10,127,103,46,40,51,20,16
B1X3H4,0,0,0,0,0,0,0,0,0,0,0
B1XHY7,269,66,174,32,258,272,80,126,72,266,60
B1XJS8,71,34,71,15,84,101,41,51,27,36,5
B1XWR5,22,4,3,0,29,31,11,4,4,7,0
B1YBD4,148,24,78,2,71,79,73,45,47,18,3
B1YK83,0,1,0,0,2,2,0,0,3,0,0
B1YVE0,57,29,55,1,77,71,42,16,25,66,1
B2A1G4,0,0,0,0,0,0,0,0,0,0,0
B2A2K6,18,3,2,3,22,17,0,1,0,6,3
B2A5W7,43,14,34,3,49,37,15,9,4,2,2
B2CPI6,47,15,33,3,31,55,11,13,11,5,0
B2HIL7,122,35,71,3,145,127,56,48,32,7,2
B2IDK3,396,107,301,39,331,360,167,207,118,437,21
B2J056,0,0,0,0,0,0,1,0,0,0,0
B2J3P0,63,6,12,5,12,28,12,14,14,6,6
B2J427,185,88,90,7,268,221,66,54,42,60,6
B2J6X9,0,0,0,0,0,0,0,0,0,0,0
B2JS89,0,0,9,2,0,0,3,0,0,0,8
B2RLJ0,92,26,59,2,66,63,14,24,27,13,13
B2RW38,151,39,95,29,98,133,70,52,80,50,11
B2RX12,32,27,13,0,51,27,14,59,21,7,1
B2RX14,280,121,116,10,303,228,141,98,80,83,5
B2RXR6,220,57,82,12,123,181,73,38,79,27,17
B2RYG6,66,39,77,7,89,70,41,28,42,38,6
B2RZ50,19,7,4,3,33,13,5,3,24,9,7
B2TLZ8,1,1,0,0,0,2,0,0,1,0,0
B2TMY2,30,19,20,0,16,24,2,0,7,0,6
B2UQG6,202,56,139,22,174,279,110,107,50,41,36
B2V8I4,0,0,0,0,0,0,0,0,0,0,0
B2V8W5,0,0,0,0,0,0,0,0,0,0,0
B2VH10,45,13,2,4,38,52,4,12,25,0,12
B2ZFP3,26,15,20,0,18,52,24,5,22,0,1
B3DH20,88,38,58,7,57,98,41,47,53,22,6
B3DHU2,108,15,139,10,56,83,36,47,49,21,9
B3DN87,73,31,58,8,56,96,31,15,30,4,4
B3DNN5,98,25,70,4,58,69,40,19,33,27,9
B3DZZ7,0,0,0,0,0,0,0,0,0,0,0
B3EMI6,106,49,70,13,49,84,33,41,29,58,16
B3EWZ5,141,70,63,19,97,151,28,51,30,25,11
B3EWZ6,19,5,1,0,27,14,7,14,3,0,0
B3FHT4,0,0,0,0,0,0,0,0,0,0,0
B3GZD0,0,0,0,0,0,0,0,0,0,0,0
B3H5R0,115,43,45,7,88,149,45,48,36,1,8
B3LM95,57,17,29,4,53,89,36,18,36,57,6
B3M1E1,34,26,27,16,19,58,13,16,24,11,4
B3MUX9,0,0,0,0,0,0,0,0,0,0,0
B3NP10,310,59,87,14,215,210,93,45,83,48,23
B3NZM5,1,0,0,0,3,0,0,0,0,0,0
B3PDE5,30,9,21,1,17,32,2,3,5,12,4
B3PGJ1,199,64,129,15,168,139,51,65,27,62,16
B3PMC6,30,7,0,0,21,43,9,112,5,23,1
B3QPN8,21,0,22,2,13,4,10,0,3,1,6
B3QPW8,79,27,83,2,51,96,36,20,30,8,6
B3QVL0,0,0,0,0,0,0,0,0,0,0,0
B3SP85,17,14,18,7,27,35,15,18,19,0,4
B3VQ24,180,44,77,16,169,171,72,38,28,60,20
B4ETL7,16,8,28,0,6,15,4,6,17,6,20
B4EYV7,0,0,0,0,0,0,0,0,0,0,0
B4EZU5,19,6,29,5,12,29,18,4,16,11,1
B4F058,14,13,6,0,21,9,5,1,9,3,0
B4F6K2,31,11,19,4,12,30,20,21,19,6,5
B4GRJ2,24,7,29,0,12,32,15,0,7,5,0
B4GXC2,30,1,9,3,10,4,12,7,6,3,3
B4HNS0,67,18,42,5,29,33,19,27,12,17,9
B4IC49,14,17,18,5,11,26,0,2,13,0,8
B4J045,0,0,0,0,0,0,0,0,0,0,0
B4JMQ2,12,13,29,3,7,4,16,14,14,4,7
B4JTF5,0,0,0,0,0,0,0,0,0,0,0
B4L1Z2,8,1,0,0,12,21,1,0,3,0,1
B4L6Q5,53,22,40,5,45,33,21,17,13,5,14
B4LDJ6,18,2,35,0,24,53,13,18,13,5,6
B4MYA4,0,0,0,0,0,0,0,0,0,0,0
B4NDG5,35,12,33,7,21,13,15,0,15,0,0
B4NE93,73,23,51,7,68,58,25,33,16,24,0
B4PDM5,0,0,0,0,0,0,0,0,0,0,0
B4Q068,57,4,33,1,29,28,23,29,5,12,1
B4R4H1,55,58,32,5,18,69,58,12,44,0,6
B4RBX8,33,3,13,4,10,14,10,10,9,3,5
B4RX40,235,32,153,6,187,190,64,40,32,53,20
B4S9D0,115,5,53,5,176,83,32,52,21,57,7
B5DZN7,0,0,0,0,16,7,7,5,0,0,4
B5EBQ4,1,3,4,0,4,12,3,1,3,1,0
B5F947,37,27,14,4,11,28,6,19,8,3,3
B5FYQ0,0,1,0,0,2,4,0,0,4,0,0
B5FZ19,103,33,20,0,83,92,34,21,17,12,7
B5R2A8,232,53,138,16,176,222,62,75,75,90,12
B5R809,20,11,6,0,14,25,9,7,2,1,4
B5X0E4,0,0,0,0,0,0,0,0,0,0,0
B5X1G3,86,64,28,13,58,82,22,39,52,7,16
B5X3X5,91,11,24,5,58,102,19,16,33,11,8
B5X4H8,94,46,73,12,110,80,26,31,25,31,8
B5X582,362,133,152,31,342,256,136,130,120,115,23
B5XAM2,20,8,9,0,24,32,8,8,20,0,1
B5XYZ0,0,3,0,0,9,1,0,7,0,0,2
B5Y265,12,2,3,5,2,12,5,0,11,0,2
B5Y806,167,67,119,10,136,124,57,60,60,21,18
B5YJW3,0,0,0,0,0,0,0,0,0,0,0
B5YM03,0,0,0,0,0,0,0,0,0,0,0
B5ZV36,0,0,0,0,0,0,0,0,0,0,0
B6CZ61,78,39,53,12,59,72,20,31,21,34,17
B6D5P6,139,37,75,22,66,72,36,44,54,12,41
B6F107,39,0,0,0,16,8,7,5,7,3,0
B6H6L7,83,8,32,5,59,53,47,22,15,3,12
B6J2R7,54,19,11,1,32,16,16,27,6,11,2
B6KG46,0,0,0,0,0,0,0,0,0,0,0
B6SFA4,21,0,0,0,27,10,3,0,6,0,2
B6SHG7,21,13,0,0,38,17,7,2,20,0,1
B6SU46,186,30,42,34,186,169,29,73,28,48,22
B6V6V6,0,0,0,0,0,0,0,0,0,0,0
B6YWH0,88,10,61,8,79,76,53,59,21,49,26
B6YXH6,68,27,31,0,63,62,32,13,10,39,0
B6ZJZ9,17,10,5,3,23,31,9,12,15,1,4
B7F845,1552,503,1186,173,1491,1294,744,1108,467,1214,228
B7FAL5,335,119,222,28,341,263,118,106,104,142,35
B7FF09,8,6,5,1,7,13,14,2,11,0,2
B7FRE8,11,3,20,3,13,12,4,0,0,10,0
B7FSL4,342,152,134,33,209,258,120,98,125,23,14
B7FXE8,34,9,8,6,14,34,24,4,8,12,2
B7FXW1,163,62,80,8,118,122,51,100,33,80,5
B7GQU5,118,19,83,13,73,83,47,59,37,62,20
B7J950,8,2,0,0,13,17,9,8,5,0,5
B7JYG7,0,0,0,0,0,0,0,0,0,0,0
B7JZW9,1442,441,602,57,1776,1580,489,688,177,1027,54
B7K2R8,0,2,0,0,0,0,0,0,2,0,0
B7K335,94,18,47,12,88,89,45,60,24,62,3
B7K5G6,156,38,62,12,128,162,86,31,40,19,12
B7K5H5,238,133,110,13,341,241,128,123,90,57,20
B7K7T8,130,26,67,3,117,96,37,42,34,63,2
B7KA18,0,0,0,0,0,0,0,0,0,0,0
B7KC47,15,5,32,1,28,24,8,5,7,0,0
B7KHD2,137,44,53,6,147,150,70,40,60,38,11
B7KI42,0,0,5,0,0,0,0,0,0,0,0
B7KJ74,0,4,0,0,5,2,7,4,4,0,2
B7KWT4,6,0,0,0,0,2,0,0,0,0,0
B7KZ66,0,0,0,0,0,0,0,0,0,0,0
B7LK90,44,3,26,7,33,64,20,4,12,1,7
B7LT90,0,0,0,0,0,0,0,0,0,0,0
B7T1V0,44,7,24,10,46,43,16,7,25,13,0
B7U540,126,49,106,30,111,130,67,42,53,4,10
B7VIZ5,19,2,22,1,13,22,8,7,18,0,0
B7VM38,93,25,88,7,49,80,12,38,34,13,5
B7YZV4,214,61,74,13,150,151,85,100,48,18,14
B7ZWR6,12,6,4,3,20,21,7,5,7,0,0
B8A4F4,21,21,21,9,50,46,7,13,2,2,0
B8A5G9,5,9,5,2,9,27,4,0,10,0,7
B8AAM2,111,23,66,4,65,59,29,36,21,11,8
B8B0E2,14,3,7,2,16,7,20,12,5,5,0
B8B2R4,0,0,0,0,0,0,0,0,0,0,0
B8B7Q4,93,32,91,10,87,109,36,28,67,24,8
B8BBN7,0,0,8,0,0,16,0,12,5,0,0
B8BMI1,221,33,114,15,338,162,104,98,52,93,3
B8BVB6,82,59,51,14,53,94,26,28,18,24,7
B8CXL0,9,10,8,4,5,8,6,6,2,0,0
B8DG73,12,1,0,0,1,9,1,3,1,4,5
B8DMG5,0,0,0,0,0,0,0,0,0,0,0
B8DZS1,16,0,10,0,7,39,18,9,12,9,0
B8E191,73,38,37,4,40,62,24,0,20,8,7
B8EK41,26,19,34,8,38,44,44,12,32,0,4
B8FU92,34,28,13,5,24,28,15,18,13,0,6
B8GV49,24,2,7,1,23,19,4,9,3,29,2
B8GXA0,53,21,59,15,43,92,11,36,36,12,7
B8GZM2,32,12,16,8,28,28,9,9,20,5,0
B8H5B6,50,9,13,2,8,38,7,13,21,0,7
B8HPK2,71,11,17,4,60,46,10,14,3,15,4
B8HUY7,0,0,0,0,0,0,0,0,0,0,0
B8HWD3,0,0,0,0,0,0,0,0,0,0,0
B8HXV0,163,91,136,23,154,183,91,64,80,37,24
B8I2N8,0,0,0,0,0,0,0,0,0,0,0
B8JKD7,0,0,0,0,0,0,0,0,0,0,0
B8K1W2,24,3,9,0,26,18,8,0,1,6,0
B8LIX8,0,0,0,0,0,0,0,0,0,0,0
B8M7Q5,39,5,10,5,29,19,4,18,10,11,1
B8N0E7,25,16,9,5,8,23,3,8,12,0,3
B8N7E5,48,12,11,5,61,45,36,13,15,34,12
B8NLM9,1553,681,1024,137,1339,2053,890,1143,544,1294,280
B8NM62,93,29,52,8,76,98,27,16,16,67,14
B8NWW5,15,0,14,0,9,14,4,0,2,0,1
B8Y6I0,116,15,38,13,49,62,28,52,23,16,16
B8YG19,222,47,94,11,153,142,54,78,48,52,4
B9DGY1,156,64,65,18,140,172,96,96,56,58,28
B9DHD7,28,17,3,0,16,24,8,25,12,0,0
B9DHT4,276,117,186,30,263,315,120,108,123,82,61
B9DLK2,0,0,0,0,0,0,0,0,0,0,0
B9DLM4,0,0,0,0,0,0,0,0,0,0,0
B9DNE1,50,18,60,9,58,89,18,22,24,7,15
B9EUM5,64,20,10,0,58,82,22,3,9,3,6
B9F655,81,57,53,10,79,93,43,29,43,20,11
B9FAF3,189,61,129,6,117,148,78,75,107,20,6
B9FHF3,348,104,156,37,242,283,197,122,158,41,51
B9FKW9,161,68,53,10,146,175,59,88,39,54,14
B9FTR1,71,39,65,3,58,97,21,36,50,0,0
B9G3M6,691,248,400,75,676,579,271,243,258,109,44
B9G8P1,40,15,25,2,26,44,10,12,1,3,4
B9J7L1,273,121,115,21,416,303,89,123,101,115,22
B9JEV4,313,108,128,24,256,204,132,38,65,36,26
B9JLT8,57,3,15,7,41,62,19,15,14,3,9
B9JXV6,18,2,2,1,4,10,4,3,9,0,0
B9KAB9,42,23,44,0,50,54,18,19,20,34,24
B9KZ43,0,0,0,0,0,0,0,0,0,0,0
B9L101,144,54,76,15,127,124,58,42,70,9,6
B9L8Z0,43,13,15,2,22,13,24,35,11,4,24
B9PVB9,46,20,19,4,123,46,34,21,25,35,7
B9RAJ0,21,11,9,1,43,46,5,22,1,10,3
B9U3F2,582,294,393,81,583,487,225,286,181,70,45
B9VVJ6,74,24,23,30,48,87,25,65,40,9,6
B9X287,0,0,0,0,0,0,0,0,0,0,0
C0CMQ8,20,34,10,0,53,32,22,21,8,3,5
C0H4V6,0,0,0,0,0,0,0,0,0,0,0
C0H4W3,0,0,0,0,0,0,0,0,0,0,0
C0HJG3,318,125,234,33,337,256,107,133,91,168,31
C0HKC9,88,36,98,9,112,53,39,32,28,23,5
C0HL12,148,31,64,10,124,136,45,30,38,57,26
C0HLA0,613,198,254,68,467,464,122,182,168,104,65
C0LGP4,7,2,4,0,4,5,3,3,7,7,1
C0LGV0,24,1,11,0,30,28,13,17,12,6,1
C0MD67,0,0,0,0,0,0,0,0,0,0,0
C0QRF9,0,0,0,0,0,0,0,0,0,4,0
C0SP84,14,9,10,0,5,7,3,12,5,0,0
C0SPA5,0,7,4,0,19,14,2,0,1,0,0
C0SPB2,0,0,0,0,0,0,0,0,0,0,0
C0SVM5,41,10,15,1,27,40,12,6,16,8,1
C0Z9X2,328,91,150,25,294,275,112,142,66,298,29
C0ZDZ3,119,28,19,17,75,119,24,55,18,29,7
C0ZIY1,4,0,14,0,9,10,1,0,2,0,1
C0ZJ16,251,45,93,20,321,291,104,109,106,51,21
C1A0S6,7,4,0,7,8,12,4,1,0,5,0
C1AB49,163,34,73,22,93,113,54,40,63,38,14
C1CSF2,64,9,34,4,61,57,22,20,10,7,13
C1CXS7,25,19,32,1,26,38,15,3,15,2,6
C1CZB4,0,0,0,0,0,0,0,0,0,0,0
C1DKY7,29,9,22,3,49,16,12,11,4,6,3
C1F3N8,0,0,0,0,0,0,0,0,0,0,0
C1F3Z9,35,12,24,17,28,43,4,9,14,18,13
C1H978,38,13,31,1,25,58,6,12,12,2,12
C3JY53,22,2,4,0,24,26,9,0,4,6,0
C3K3D3,250,53,134,13,227,201,76,83,48,32,15
C3K433,14,7,0,0,15,19,2,8,17,15,2
C3K6J5,0,0,0,0,0,0,0,0,0,0,0
C3K735,85,11,38,3,41,90,39,20,28,35,17
C3PFG5,811,165,436,24,977,643,314,239,166,553,57
C3SBS8,66,22,27,0,71,56,14,33,8,25,2
C3VEQ4,5,0,0,0,4,0,0,0,1,0,0
C3VPR6,388,130,199,9,426,315,147,130,132,241,20
C3XVT5,0,0,0,0,0,0,0,0,0,0,0
C4LJU0,93,35,51,7,94,78,14,43,33,31,7
C4R4R8,0,0,0,0,0,0,0,0,0,0,0
C4XPZ9,13,0,1,0,2,8,8,5,2,2,2
C4Y8B4,49,18,8,6,46,45,17,22,25,15,18
C4YJQ8,0,0,0,0,0,0,0,0,0,0,0
C4Z1J3,10,10,0,0,7,29,16,9,5,0,5
C5BP42,32,12,10,4,34,19,6,0,2,3,1
C5BQ32,30,21,26,5,25,30,5,9,13,11,0
C5BSJ0,76,34,27,4,68,111,41,45,42,9,8
C5D3B3,19,4,41,0,14,12,4,3,15,4,6
C5D3R8,22,14,14,3,21,22,1,29,3,3,8
C5DAE0,562,116,182,38,561,396,158,194,119,98,22
C5DVG6,95,20,22,0,110,61,44,42,16,23,4
C5FQ73,59,27,26,4,42,69,13,11,21,8,16
C5FS55,201,39,120,6,157,140,54,64,43,53,24
C5H5C4,89,54,80,9,91,103,34,74,31,24,6
C5NN19,194,42,132,24,138,134,44,87,81,6,43
C5YUK3,229,36,55,12,203,129,48,46,36,32,18
C6DF16,8,5,0,0,16,3,2,0,2,2,8
C6DYB7,0,0,0,0,0,0,0,2,0,0,0
C6KSS5,96,62,69,6,147,74,38,40,4,33,4
C6TBN2,135,53,73,8,121,181,72,39,87,32,12
C7AU21,18,8,36,4,21,28,24,7,22,1,3
C7B178,2,0,0,0,0,0,0,0,0,0,0
C7CM33,50,34,67,3,47,41,30,27,56,15,9
C7EXK4,0,0,0,0,0,0,0,0,0,0,0
C8V1D1,187,52,115,1,148,148,59,84,25,77,13
C8V213,32,3,24,1,18,31,4,17,10,15,5
C8VK14,589,129,201,53,543,436,237,241,161,194,39
C8WEG0,18,6,39,9,12,28,6,8,15,18,3
C8WGQ3,47,25,27,4,40,25,17,12,16,6,5
C8Z543,0,0,0,1,0,0,0,0,0,0,0
C9D7C2,295,189,143,39,253,310,102,158,143,92,35
D0E0C2,87,18,41,2,61,78,35,18,39,0,2
D0E8I5,90,11,69,1,84,108,26,19,31,34,6
D0LWB8,26,13,17,0,24,17,1,2,11,0,5
D0MYB4,984,299,474,38,1243,780,389,297,209,342,42
D0NLC2,7,0,19,3,7,23,6,11,7,6,0
D0NVH9,0,0,0,0,0,0,0,0,0,0,0
D0PV95,0,0,9,5,0,0,0,0,3,0,0
D0VWR1,0,0,5,0,19,0,0,0,3,1,0
D1A7C3,0,0,0,0,0,0,0,0,0,0,0
D1C2C6,17,3,7,0,17,10,0,0,1,3,0
D1C4U5,50,5,36,0,29,38,3,10,12,0,0
D2CSU4,19,17,18,3,18,29,26,16,6,0,8
D2DGW3,403,170,297,36,460,380,199,163,159,65,41
D2HWM5,28,8,32,2,31,16,14,9,2,22,10
D2K6F1,35,4,6,3,20,33,19,25,18,0,2
D2WL32,3,4,14,0,5,8,0,10,0,0,0
D2Z027,294,93,158,33,316,254,89,125,76,80,35
D2Z030,0,0,0,0,0,1,0,0,0,0,0
D3FTV4,8,0,15,4,12,7,0,7,5,0,5
D3J162,34,50,15,3,6,63,15,57,47,0,19
D3J163,0,0,0,0,0,0,0,0,0,0,0
D3KCC4,781,173,286,47,732,707,121,154,95,225,39
D3YXG0,737,265,480,62,668,920,413,379,307,227,55
D3YY23,39,21,31,1,10,43,25,11,8,0,10
D3Z813,115,30,58,17,98,81,42,18,35,18,11
D3Z8X7,79,24,52,5,44,105,22,1,19,20,5
D3Z902,56,34,21,5,31,46,19,14,23,20,18
D3ZDK7,250,78,111,19,202,255,79,128,136,38,20
D3ZH22,96,37,53,5,34,100,52,51,59,7,13
D3ZSI8,0,2,0,0,0,2,0,1,2,2,0
D3ZSK5,58,24,24,4,38,40,2,9,10,1,9
D4A1F2,29,20,35,0,25,32,30,18,11,8,4
D4A280,23,7,52,0,9,11,7,10,1,6,1
D4A615,99,40,33,32,88,90,46,35,37,9,6
D4AJR9,244,87,107,3,223,135,70,104,62,33,4
D4AU31,396,86,183,22,356,336,112,128,83,66,10
D4AVD4,288,100,149,27,283,207,95,65,91,67,21
D4AYT4,97,53,5,11,86,128,0,74,2,2,2
D4AZ24,2120,464,1150,96,2845,1838,507,772,322,2098,73
D4B1R0,39,12,11,4,43,32,17,31,6,12,2
D4B2L8,74,46,102,8,77,131,67,67,59,33,3
D4D5H3,18,10,14,6,27,8,8,5,2,4,0
D4HRL0,0,0,0,0,0,0,0,0,0,0,0
D4Z909,0,0,0,0,0,0,0,0,0,0,0
D5AR83,61,11,17,1,69,27,13,20,4,30,0
D5C1K8,7,8,4,5,7,14,0,0,0,0,0
D5EV35,9,0,5,0,2,3,2,0,0,0,0
D5EY15,80,6,42,3,86,116,28,50,21,13,11
D5JWB3,66,11,41,1,55,64,10,32,18,27,1
D5LXJ0,20,3,0,0,8,9,0,0,3,0,3
D5TM67,15,0,10,0,0,0,1,6,0,0,4
D7UQ44,35,19,18,9,38,43,19,22,21,2,3
D8Q9M3,0,0,0,0,0,0,0,0,0,0,0
D9N164,18,28,3,0,9,8,3,0,0,0,5
