Entry,mcav_c1,mcav_c3,mcav_c5,mcav_c6,mcav_c7,mcav_c8,mcav_d1,mcav_d2,mcav_d3,mcav_d4,mcav_d5,mcav_d6,mcav_d8
P34529,0,0,4,0,1,3,24,0,2,0,0,2,0
P34576,38,30,163,16,58,156,12,91,129,7,14,20,2
P34586,28,0,27,2,6,32,16,20,1,0,0,0,8
P34611,50,72,179,15,101,138,166,101,136,14,32,95,36
P34618,0,0,1,0,0,1,0,0,0,0,0,0,0
P34631,6,3,17,7,11,23,26,14,32,2,0,21,4
P34694,0,2,22,7,9,16,29,4,21,0,0,14,10
P34696,212,505,284,391,340,353,2832,493,1796,134,672,2814,243
P34729,247,192,473,72,330,554,311,172,407,74,155,374,312
P34730,204,64,442,18,295,724,981,525,550,160,77,368,157
P34737,18308,5344,9311,1853,9265,11570,13569,22612,15090,10735,6780,12023,7519
P34743,42,22,31,10,23,54,378,31,220,25,19,713,41
P34761,23,20,59,7,68,140,39,25,24,12,9,19,52
P34885,236,136,397,49,269,667,1132,288,433,143,41,699,280
P34897,466,114,440,50,351,700,943,327,614,197,162,565,372
P34914,0,5,28,1,9,13,9,3,19,0,0,15,8
P34969,72,42,28,14,73,62,93,27,143,17,0,89,11
P34973,0,0,1,0,2,0,1,3,2,0,0,0,0
P34992,3,2,8,2,13,8,9,0,7,1,0,3,7
P34998,10,1,15,0,3,9,113,23,6,3,0,19,3
P35033,718,30,21,20,91,85,1480,191,101,145,443,390,216
P35061,96,47,128,27,84,192,519,88,117,23,17,205,112
P35069,0,0,1,1,0,5,0,0,0,0,0,0,4
P35072,7,18,68,4,15,61,92,31,13,3,0,11,8
P35129,28,6,30,2,20,46,106,16,26,7,6,47,21
P35187,71,128,244,48,255,409,279,106,351,42,64,271,170
P35220,181,64,359,19,160,410,721,343,255,94,44,165,77
P35224,1164,633,1821,124,1527,2299,3045,975,1436,445,291,1182,936
P35234,28,11,24,2,8,10,21,1,19,1,0,32,8
P35251,97,42,172,8,55,160,138,95,180,29,57,49,47
P35280,1258,772,2176,205,1707,2667,2504,1544,2264,743,744,1335,1158
P35282,30,0,12,0,16,23,30,16,22,6,0,3,7
P35285,350,171,354,21,290,547,853,280,634,190,48,319,232
P35342,22,5,6,3,12,20,45,8,6,1,0,17,6
P35345,10,0,5,0,7,19,16,4,2,0,0,0,12
P35346,0,1,1,0,2,2,0,0,0,0,0,0,0
P35348,19,11,21,9,19,33,42,3,13,0,0,16,28
P35365,0,1,4,0,0,1,1,0,0,0,0,0,0
P35368,42,12,97,6,68,50,122,48,22,7,70,29,29
P35384,40,3,9,7,17,27,53,48,20,0,0,18,13
P35406,6,17,24,10,0,4,13,0,21,0,0,36,0
P35409,108,62,116,16,97,167,171,63,101,22,47,52,55
P35433,242,160,357,42,315,618,1594,352,529,179,42,662,206
P35435,97,25,108,4,36,61,231,130,170,88,12,156,22
P35436,0,0,0,0,1,0,1,0,0,0,0,0,0
P35439,0,0,0,0,0,0,0,0,1,0,0,0,0
P35440,253,127,476,40,339,670,961,356,515,155,108,784,379
P35446,0,0,0,8,1,3,0,0,1,5,0,0,2
P35492,22,23,108,0,70,67,162,28,107,7,0,241,21
P35500,0,0,2,0,0,1,0,0,0,0,0,0,0
P35520,197,133,293,35,131,418,859,249,730,135,308,711,180
P35525,70,22,259,25,48,93,326,164,305,41,0,288,21
P35546,763,827,1619,183,1053,2431,6569,706,3108,426,690,9102,957
P35555,28,84,292,25,182,240,100,81,150,36,55,182,44
P35556,396,203,722,39,343,650,1919,554,813,147,307,1484,191
P35573,28,8,41,6,14,36,11,35,28,7,0,17,6
P35604,603,320,701,56,524,933,1797,543,1084,381,263,1252,413
P35611,1724,1436,2540,418,2102,3838,1347,2672,3753,1064,1029,1675,2029
P35658,130,22,230,25,69,124,171,170,121,75,0,24,30
P35668,578,719,1479,137,1211,2182,688,1905,3194,581,323,1575,725
P35738,0,0,6,0,1,4,4,1,1,0,0,0,0
P35739,0,0,5,1,3,11,10,0,2,0,0,7,3
P35761,50,15,43,6,50,81,45,47,135,34,10,71,38
P35789,106,48,86,11,67,172,80,37,115,23,4,68,30
P35790,93,101,196,36,144,392,743,120,290,45,42,191,147
P35859,3,16,70,10,44,61,62,13,20,1,50,30,39
P35903,2,6,8,0,12,28,0,4,8,0,0,5,4
P35968,46,76,83,17,22,144,1388,145,469,100,32,2420,108
P35969,63,128,230,29,160,221,266,60,356,22,120,266,119
P36241,36355,10718,14389,4127,14097,21595,22466,41939,27276,16856,12041,27178,13276
P36366,196,154,245,33,327,385,287,125,418,88,53,221,200
P36404,18,12,15,2,12,21,54,12,52,11,0,32,14
P36425,206,83,318,13,142,281,658,265,319,166,29,269,66
P36508,285,117,334,30,187,355,946,263,441,120,99,683,169
P36512,10,8,3,5,7,8,0,1,5,0,0,1,5
P36513,23,15,21,3,37,50,31,20,82,8,0,21,20
P36514,68,25,64,8,61,115,83,79,157,39,39,77,51
P36537,24,16,38,7,21,24,5,8,18,8,14,4,15
P36544,1112,730,1209,130,750,1058,4668,1333,2911,414,787,8223,698
P36633,359,128,658,22,476,891,157,241,317,134,53,152,148
P36876,554,331,702,70,625,1077,2171,511,927,258,108,878,571
P36888,0,2,33,0,6,241,22,11,2,5,0,0,143
P36898,32,2,11,0,9,11,62,13,3,2,0,0,6
P36972,245,166,515,41,381,589,569,323,567,117,129,383,299
P36993,34,13,40,8,19,57,128,45,32,10,11,37,26
P37039,37,13,60,4,28,77,126,44,64,7,0,56,12
P37088,3,18,27,1,27,22,88,16,23,10,0,25,9
P37193,48,36,82,20,76,110,168,21,156,15,34,108,68
P37235,26,13,46,0,24,64,19,51,12,4,0,3,19
P37287,28,9,41,5,33,43,33,12,30,3,8,11,31
P37889,66,7,90,1,43,128,79,49,70,11,0,23,10
P37967,17,13,36,1,24,54,22,23,26,2,14,5,14
P38024,252,83,180,17,229,575,652,333,622,301,59,439,196
P38117,757,391,547,95,593,747,1662,1025,1437,599,69,1225,345
P38438,0,1,0,0,0,0,6,0,4,1,0,1,0
P38487,86,81,183,17,188,174,24,64,141,2,39,44,67
P38532,659,219,593,39,529,663,656,413,555,147,199,357,455
P38571,1532,708,1054,215,941,1408,2945,1816,4275,1370,546,2980,723
P38657,92,17,50,9,46,111,91,50,85,16,38,57,79
P38766,0,0,0,0,0,0,0,0,0,0,0,0,0
P38865,158,102,309,12,164,359,4632,300,2729,611,188,3337,183
P38919,1148,288,932,86,688,767,1411,794,857,358,190,814,237
P38942,66,22,91,6,62,148,198,190,265,62,40,231,64
P38976,424,213,468,29,412,778,1092,359,608,140,160,522,358
P39023,19653,7466,11108,1857,12745,17778,18077,27324,18735,13599,4720,19514,11017
P39055,108,0,48,1,2,218,398,20,10,9,14,3,32
P39059,41,34,40,4,68,149,30,57,33,9,0,13,16
P39087,0,0,0,0,0,0,0,0,0,0,0,0,0
P39109,0,0,4,0,6,1,5,0,3,0,0,6,0
P39428,27,43,109,15,96,172,24,32,125,15,60,44,72
P39429,82,62,156,22,100,207,237,28,85,14,36,43,60
P39598,358,176,558,45,339,1212,1713,430,826,177,143,998,519
P39769,0,2,2,1,3,2,18,3,4,3,0,0,1
P39790,4,1,3,0,1,1,0,0,1,0,0,0,0
P39876,150,11,72,3,11,84,314,8,104,7,9,360,26
P39951,58,0,0,0,47,70,79,12,85,15,0,0,0
P40123,641,297,772,63,669,1254,771,715,1547,468,409,726,481
P40227,73,27,135,16,58,114,250,86,131,47,0,148,55
P40313,86,8,4,1,18,47,727,46,26,1,4,314,20
P40392,56,9,98,12,38,137,48,94,56,21,17,10,39
P40639,32,51,80,6,61,225,141,101,105,20,35,159,90
P40682,298,151,464,45,373,680,1014,314,703,165,47,589,212
P40692,0,0,0,0,0,9,3,0,9,0,0,1,6
P40757,15,1,21,1,12,18,35,36,23,1,0,11,5
P40783,0,0,0,0,17,18,0,0,2,0,0,0,2
P40818,392,277,504,73,390,635,1578,293,954,181,273,972,319
P40826,77,33,64,15,83,111,374,94,148,39,12,208,82
P40855,254,158,310,44,290,498,493,188,599,125,100,326,232
P40893,7,0,14,1,8,38,14,7,8,0,0,0,4
P40925,1078,314,920,99,1046,1517,2517,2024,3767,1055,498,5383,1776
P40939,144,22,159,7,72,161,240,270,245,79,15,242,59
P41035,725,375,747,105,625,1088,3017,733,1722,353,271,1812,576
P41041,0,2,2,1,7,10,2,2,6,0,0,2,2
P41044,130,79,113,40,190,346,110,81,75,23,19,31,133
P41114,1484,335,738,131,1426,2326,47,380,465,132,288,62,334
P41149,52,18,62,1,48,93,234,72,108,33,42,127,50
P41180,641,252,647,49,721,1039,2200,393,946,168,129,919,437
P41233,411,287,544,163,596,901,1589,316,568,117,266,1070,492
P41239,98,40,111,28,53,112,181,139,107,26,14,44,33
P41245,17,0,10,0,0,12,25,1,8,0,0,6,1
P41247,17,4,21,0,5,13,38,15,32,7,0,6,5
P41250,175,71,150,16,128,345,490,231,362,126,57,260,146
P41252,0,0,0,0,0,0,0,9,0,0,0,0,0
P41413,47,6,121,0,16,83,185,74,21,16,0,11,13
P41594,16,6,26,1,5,14,23,3,21,0,0,16,6
P41595,0,0,0,1,0,1,1,0,1,0,0,5,0
P41596,0,0,1,0,2,5,0,2,1,0,0,0,0
P41636,208,119,256,22,142,369,706,243,617,83,24,578,192
P41823,705,446,1033,36,642,1451,648,617,1004,242,104,415,445
P41826,53,52,87,14,98,166,362,41,167,12,96,360,110
P41920,10,3,3,0,2,13,36,2,14,5,0,11,1
P41950,12,4,4,0,4,2,27,1,4,2,12,0,1
P41962,76,67,279,7,217,322,25,94,45,37,65,41,81
P41963,864,646,977,208,1030,1747,990,1088,3232,548,1138,1881,850
P41968,7,4,1,0,4,10,13,0,8,0,0,8,2
P41969,166,200,343,39,102,454,2190,424,1553,521,289,2132,149
P42026,409,235,590,67,599,719,1198,356,763,244,177,757,413
P42232,247,317,586,78,348,786,462,436,751,198,126,2178,247
P42263,4,3,1,0,3,3,1,0,1,2,0,0,0
P42285,29,4,28,3,9,25,51,37,25,2,0,18,5
P42288,0,2,0,0,0,0,0,0,1,0,0,2,0
P42289,22,9,11,2,11,18,124,26,127,12,26,188,23
P42290,0,1,4,0,4,3,3,2,3,0,0,3,3
P42291,0,2,3,0,1,0,7,0,2,2,0,3,0
P42297,41,20,42,6,46,103,138,103,122,25,2,66,16
P42322,16,35,46,5,62,86,134,27,126,2,44,97,64
P42325,883,420,1046,140,953,1576,2281,701,1539,324,451,1446,755
P42345,323,240,643,46,972,899,853,418,817,133,113,466,314
P42357,56,11,67,2,16,26,134,45,82,21,14,91,8
P42556,27,3,60,1,17,82,14,8,0,0,0,8,44
P42567,0,1,7,2,0,7,6,1,10,0,0,5,1
P42568,43,20,100,7,32,96,213,74,95,11,44,169,25
P42577,19717,14619,21914,2843,26756,33246,79112,21683,72048,18253,7014,63635,23266
P42580,54,40,95,19,105,147,52,68,118,22,9,3,46
P42587,145,73,101,12,83,129,272,176,135,6,73,255,109
P42620,791,119,1256,28,510,1167,952,593,252,265,17,279,437
P42644,81,7,55,5,57,98,98,110,98,18,17,48,28
P42664,0,0,2,0,3,0,1,12,3,0,0,6,0
P42669,697,330,744,97,725,1129,629,766,1124,390,238,771,412
P42674,31,6,16,0,19,30,917,44,22,9,0,354,2
P42680,0,3,12,0,13,6,6,10,23,0,11,17,0
P42681,0,0,0,0,2,6,4,0,0,0,0,0,1
P42686,102,512,275,118,60,89,394,122,1057,106,11,1270,30
P42689,15,55,101,0,102,86,83,21,40,0,0,0,17
P42694,0,0,11,1,0,2,0,1,1,0,0,0,0
P42695,109,116,159,11,108,364,205,98,572,51,28,210,115
P42696,138,180,252,43,358,493,321,137,502,42,33,343,181
P42700,913,344,965,86,783,1143,2968,1121,1499,598,164,1991,518
P42768,4,0,14,5,12,9,41,13,20,12,0,36,0
P42818,37,26,58,21,55,76,116,48,36,1,31,73,53
P42859,49,146,716,60,336,588,267,174,454,57,95,208,217
P42893,44,12,26,4,31,99,62,41,54,16,7,57,34
P42898,474,264,569,64,460,745,440,196,397,57,61,185,237
P42942,66,53,113,13,72,152,414,30,195,16,37,178,110
P43004,5,0,3,1,0,6,4,0,0,1,0,3,2
P43006,2,2,2,0,2,5,10,4,5,2,0,9,3
P43021,1,1,6,0,0,19,6,10,0,1,0,20,6
P43065,7,21,56,0,36,85,101,106,144,14,0,85,34
P43114,0,0,1,0,0,4,0,0,0,0,0,0,0
P43140,0,1,0,0,7,0,3,9,0,1,0,0,0
P43141,171,90,132,32,195,240,476,120,262,17,10,332,123
P43166,0,1,0,0,0,0,0,0,0,0,0,0,0
P43234,52,23,124,3,63,158,116,59,89,20,37,144,50
P43249,470,269,862,66,632,1058,1271,476,928,254,115,669,451
P43267,0,7,0,6,0,21,4,6,24,0,0,8,17
P43345,4,3,0,0,4,11,10,0,5,2,0,5,10
P43351,12,19,60,3,47,131,25,15,87,11,0,39,62
P43403,0,3,13,0,7,28,0,0,18,0,0,29,10
P43404,329,184,786,53,347,760,744,398,982,223,134,438,252
P43446,240,114,249,16,231,461,343,99,148,25,3,17,95
P43450,30,19,33,2,36,62,6,26,61,4,0,23,22
P43687,16,6,9,2,3,30,29,0,10,0,4,33,6
P43690,55,11,69,11,17,71,122,78,97,13,0,16,17
P43697,128,39,97,21,68,110,624,56,259,31,48,271,80
P44316,0,0,25,0,6,7,8,10,12,7,0,0,0
P44849,66,94,116,30,103,179,65,94,154,12,53,38,85
P45335,0,0,1,0,0,0,0,0,0,0,0,0,0
P45353,461,297,686,89,424,877,1405,465,1101,232,162,808,424
P45594,3723,1791,3187,378,4022,6267,5900,4783,7597,2640,1801,3717,2444
P45845,59,76,130,13,185,273,23,43,126,14,22,47,64
P45878,255,79,192,53,207,383,312,411,676,171,143,502,170
P45974,147,92,224,36,137,419,647,210,426,92,78,481,169
P45985,97,29,118,11,61,181,742,146,224,71,0,301,70
P46013,1,0,30,2,9,37,9,25,14,14,0,15,0
P46018,203,18,306,0,192,438,381,437,133,71,52,163,73
P46019,124,62,211,38,46,136,415,32,306,12,0,95,17
P46023,249,352,1009,108,604,1036,1081,423,790,75,214,694,488
P46060,13,20,32,8,40,48,27,0,60,8,77,21,34
P46061,99,32,88,7,107,158,179,65,144,54,61,92,115
P46063,37,22,47,7,48,62,162,5,96,11,0,126,30
P46087,36,8,51,2,40,51,96,59,67,11,18,34,18
P46197,7,0,20,0,8,20,4,3,3,0,0,11,5
P46198,182,153,305,27,265,469,523,149,533,136,138,526,319
P46411,3,5,0,3,1,3,0,0,2,0,0,0,1
P46427,59,28,106,2,44,93,137,38,114,24,13,73,32
P46436,62,19,64,8,61,109,0,0,20,0,12,0,18
P46472,265,131,258,31,310,485,1105,284,668,169,121,714,278
P46527,92,81,244,26,225,280,133,54,238,36,78,108,157
P46529,74,56,123,17,58,132,551,131,264,45,19,671,35
P46530,0,0,3,0,0,2,0,0,0,6,0,0,0
P46616,2,3,16,0,2,3,24,7,13,2,0,43,4
P46627,0,0,0,0,0,0,0,0,0,0,0,0,0
P46638,108,73,193,22,149,296,236,74,236,70,65,127,160
P46718,25,18,20,5,27,13,33,33,50,3,0,23,13
P46735,195,72,315,10,169,362,593,135,291,54,23,260,81
P46782,17693,5389,9396,1595,8557,12965,13308,21708,14213,10076,5522,12347,6677
P46822,0,0,4,0,1,6,6,9,0,0,0,0,0
P46824,0,0,33,7,1,10,0,19,0,1,0,0,0
P46825,523,468,646,279,157,655,1159,697,772,480,505,961,289
P46850,46,14,103,3,25,157,29,15,46,9,31,8,93
P46870,100,79,152,20,95,232,345,108,207,23,56,202,93
P46871,174,77,201,34,157,252,529,144,287,91,36,307,107
P46896,0,6,17,0,7,21,2,0,6,8,0,1,0
P46939,20,10,49,10,13,46,50,68,47,13,16,29,14
P46976,69,27,74,11,32,102,177,159,241,53,11,252,45
P47032,86,43,104,16,66,168,108,118,110,22,78,61,50
P47173,44,31,90,7,49,134,161,53,108,24,79,68,85
P47211,40,11,59,4,35,84,52,30,69,16,43,25,28
P47236,15,20,53,6,36,11,60,1,51,3,15,45,5
P47237,0,0,1,0,1,5,2,2,6,0,0,5,0
P47239,0,1,3,0,0,12,2,0,5,1,0,0,0
P47713,50,111,351,43,112,553,114,28,217,31,71,134,100
P47742,0,5,7,2,2,10,0,7,0,0,0,0,5
P47743,0,0,0,0,0,2,0,0,0,0,0,0,0
P47747,5,17,53,4,55,61,11,3,17,0,7,17,28
P47798,0,1,12,4,8,7,5,3,4,0,0,5,2
P47799,0,0,0,0,9,7,47,0,0,0,0,16,5
P47800,314,46,426,16,59,615,904,243,512,125,49,326,349
P47857,134,76,254,19,117,278,153,242,375,58,20,171,93
P47860,3,13,31,5,13,25,20,25,42,4,0,18,1
P47861,31,23,57,11,59,205,20,41,59,17,13,9,49
P47897,24,11,58,4,7,26,55,23,35,17,0,33,5
P47899,0,0,0,0,1,2,0,0,0,0,0,1,0
P47936,2,0,10,0,6,0,0,0,0,0,15,0,0
P47970,106,56,95,7,48,96,159,112,123,4,60,277,46
P47971,270,261,56,49,99,53,32,83,178,28,207,10,147
P47989,0,0,8,0,1,6,0,0,0,0,0,0,5
P47990,5,6,17,12,16,24,79,12,12,6,0,6,2
P48029,0,3,33,0,5,33,1,4,0,0,0,0,1
P48040,25,19,91,12,39,81,95,23,46,11,63,44,64
P48052,2742,1835,1215,449,956,2826,2451,1270,1405,365,780,1982,1029
P48053,256,108,330,51,297,588,996,267,609,150,175,899,229
P48058,11,31,108,6,35,59,27,21,89,4,0,38,51
P48066,24,0,13,0,6,9,0,0,0,0,0,0,2
P48147,66,13,119,0,58,40,173,40,110,21,11,77,14
P48181,0,0,0,0,0,0,0,0,0,0,0,0,0
P48375,313,153,512,48,463,864,356,393,892,194,165,449,409
P48380,15,3,15,0,12,35,40,26,13,4,0,10,3
P48382,31,8,34,5,11,30,64,5,74,13,0,30,8
P48416,147,25,212,8,67,204,287,134,94,44,64,73,109
P48441,26,23,68,1,64,105,61,30,81,22,0,21,33
P48442,262,176,527,34,350,542,654,291,727,99,128,659,228
P48444,518,211,595,43,410,851,2068,476,1032,285,118,970,356
P48454,24,2,26,3,10,32,24,17,3,6,0,4,0
P48456,12,5,16,0,5,13,25,0,24,2,0,22,23
P48506,57,28,118,15,49,114,77,27,34,8,0,10,27
P48507,384,108,412,35,194,674,824,305,457,107,111,323,231
P48542,34,4,31,2,26,41,41,28,26,9,0,28,16
P48547,38,22,84,3,23,81,144,41,77,5,0,236,10
P48550,113,147,275,62,295,232,43,53,169,8,1,115,66
P48592,94,17,56,5,66,87,227,59,105,19,28,136,44
P48601,290,125,350,40,322,546,1259,316,710,243,191,979,289
